date,put_volume,call_volume,put_amount,call_amount,put_oi,call_oi,volume_pcr,amount_pcr,oi_pcr
2023-12-25,583722.0,688707.0,270632379.48,190344154.37,1030387.0,1828024.0,0.8475621708505939,1.4218055730460308,0.5636616368275252
2023-12-26,730201.0,832011.0,343951068.79999995,203983303.57,982829.0,1853373.0,0.8776338293604291,1.686172656194716,0.5302920674899224
2023-12-27,946177.0,1138007.0,479256791.26,307082737.59,935932.0,1833154.0,0.8314333743114058,1.56067643209524,0.5105583055215219
2023-12-28,983660.0,1252486.0,340076231.02,528129833.78000003,800048.0,936500.0,0.7853660639719725,0.6439254313394148,0.8542957821676455
2023-12-29,578937.0,781251.0,222530514.47000003,313826491.68,815659.0,979694.0,0.7410384114708333,0.7090877295881958,0.8325650662349673
2024-01-02,499468.0,664449.0,193223617.63,223174792.03,824142.0,1101636.0,0.7517025384943012,0.8657949935673118,0.7481073603259153
2024-01-03,499107.0,640823.0,196890336.06,214309045.81,836719.0,1170182.0,0.7788531310517881,0.9187215374686382,0.7150332170551248
2024-01-04,807783.0,935704.0,310848223.96000004,296765820.79,839124.0,1282410.0,0.8632890315740875,1.0474529146668987,0.654333637448242
2024-01-05,819150.0,910580.0,316113398.2,300721112.81,849846.0,1306060.0,0.8995914691734939,1.0511845851000328,0.6506944550786334
2024-01-08,1048104.0,1001970.0,438929446.81,315650631.2,842914.0,1394165.0,1.0460432947094225,1.3905546304195067,0.6046013205036707
2024-01-09,756559.0,803634.0,305152440.11,231425001.27,860918.0,1414851.0,0.9414223390249791,1.318580267626242,0.6084866887043229
2024-01-10,666563.0,715650.0,264225439.32,218878375.1,872933.0,1437075.0,0.9314092084119332,1.207179280270525,0.6074373292973575
2024-01-11,584301.0,679459.0,228113850.18,209486582.03,894630.0,1464134.0,0.8599503428462939,1.0889186694894495,0.6110301379518541
2024-01-12,494816.0,615230.0,198690644.9,182085155.51,899267.0,1473548.0,0.8042780748663102,1.0911962830989155,0.610273299546401
2024-01-15,721138.0,829976.0,279262052.07,234921128.63,885360.0,1499298.0,0.868866087694102,1.188748128780859,0.5905163616572556
2024-01-16,934443.0,1085137.0,362751379.73,306605897.5,882935.0,1505254.0,0.861129055593902,1.1831193812245573,0.5865687784254352
2024-01-17,1067553.0,1200459.0,440448435.14,309038816.34,866045.0,1601946.0,0.889287347589547,1.4252204313888683,0.5406205952010866
2024-01-18,2220604.0,2227990.0,1067067651.4200001,627613198.88,895509.0,1647688.0,0.9966849043308094,1.7001995071554001,0.5434942780429305
2024-01-19,1086380.0,1367092.0,462581970.78,398038628.36,914043.0,1558801.0,0.7946648799056684,1.162153464064359,0.5863756823353333
2024-01-22,1367121.0,1519393.0,554564096.3000001,432724060.35999995,865946.0,1555376.0,0.8997810309775022,1.2815651984746044,0.5567438355741634
2024-01-23,1119078.0,1293581.0,492950132.38,367347852.15000004,864012.0,1551017.0,0.8651008324952206,1.3419164682599327,0.5570615924906046
2024-01-24,1184112.0,1573312.0,528285908.17,502955722.22,889419.0,1484074.0,0.7526237643900257,1.0503626558580443,0.5993090641032724
2024-01-25,1044674.0,1292627.0,390010561.53000003,622359501.14,800926.0,934543.0,0.8081790029142204,0.6266644291853866,0.8570242353749372
2024-01-26,806172.0,867258.0,315035939.96999997,428552096.2,833398.0,970788.0,0.929564212725625,0.7351170202256497,0.8584757949212393
2024-01-29,777062.0,782134.0,301698773.74,388479439.53,856640.0,987085.0,0.993515177706122,0.7766145207195749,0.867848260281536
2024-01-30,953724.0,858979.0,403584896.47999996,368075519.99,797817.0,1040213.0,1.1102995533068911,1.0964730729469991,0.7669746484614208
2024-01-31,1180093.0,958313.0,549146530.36,396902645.51,786868.0,1135947.0,1.231427518983881,1.383579919590544,0.6926978107253243
2024-02-01,802319.0,675560.0,375999731.41,284248911.98,788907.0,1171530.0,1.1876354431878737,1.3227833619164588,0.6733988886328135
2024-02-02,1267557.0,1185169.0,734208182.82,481760993.59000003,772367.0,1255247.0,1.0695158243254759,1.5240091925018815,0.6153107715055284
2024-02-05,1059029.0,953449.0,593718774.36,419835524.17,803546.0,1230107.0,1.1107348164401032,1.4141699312695395,0.6532326049685109
2024-02-06,896191.0,988050.0,361471693.23,491254021.57,812807.0,1153568.0,0.9070300086028035,0.7358142170007519,0.7046025895309163
2024-02-07,853809.0,1026369.0,351323334.9,526923548.64000005,835971.0,1092240.0,0.8318733321057047,0.6667444182496158,0.7653729949461657
2024-02-08,666972.0,846213.0,259521665.16,426949155.66,851841.0,1061933.0,0.788184535099319,0.6078514542529497,0.8021607766215006
2024-02-19,682118.0,730052.0,202009233.8,311195050.0,917264.0,1071567.0,0.9343416633335707,0.6491402539982561,0.8560024711473945
2024-02-20,554827.0,523837.0,172187796.34,218346742.7,935867.0,1046629.0,1.0591596240815369,0.7885979621714779,0.8941726246836271
2024-02-21,1386506.0,1909902.0,380311260.73999995,878751994.58,1021117.0,964545.0,0.7259566197637366,0.43278565862233964,1.058651488525678
2024-02-22,690060.0,937922.0,202982505.69,390087375.5,1090596.0,1002578.0,0.7357328221323308,0.5203513839170629,1.0877916730668338
2024-02-23,669668.0,967460.0,205368631.65,445670395.94,1096570.0,1018768.0,0.6921919252475555,0.4608083317197683,1.076368712012941
2024-02-26,931901.0,1068625.0,328380762.61,357397895.83,1035327.0,1078065.0,0.8720561469177681,0.9188100054349445,0.9603567502887117
2024-02-27,746784.0,888372.0,282429158.34000003,336572534.33000004,1051893.0,1097376.0,0.8406208210074159,0.8391331125762213,0.9585529481235238
2024-02-28,893947.0,1150657.0,324392587.92,495696619.29,1052396.0,1088455.0,0.7769013702606424,0.6544175919227299,0.9668713911002292
2024-02-29,567092.0,707368.0,243157946.81,330996719.28000003,754140.0,879631.0,0.8016930367220456,0.7346234347546672,0.8573367696227168
2024-03-01,487406.0,542339.0,195663652.94,271998011.08,784310.0,900397.0,0.8987109538498983,0.7193569253065291,0.8710713163193569
2024-03-04,346924.0,410333.0,130856750.87,200649679.88,813591.0,921668.0,0.8454694114292538,0.6521652611071188,0.8827376018262542
2024-03-05,612204.0,690284.0,214761908.48000002,339817497.6,846225.0,879634.0,0.8868871363091133,0.6319919074114211,0.9620194308087228
2024-03-06,480414.0,526940.0,163896907.42000002,249177922.8,849789.0,906161.0,0.9117053174934527,0.6577505164915839,0.9377903043719604
2024-03-07,540691.0,584214.0,187770846.28,235875037.37,844381.0,926847.0,0.9255016141345466,0.7960606954158423,0.9110252285436539
2024-03-08,449584.0,450033.0,167966503.32,167786080.35999998,859625.0,949001.0,0.9990022953872272,1.0010753154231442,0.905820963307731
2024-03-11,547913.0,608225.0,184753528.97,238077276.25000003,878139.0,951828.0,0.9008393275514818,0.7760233646826257,0.9225816008774694
2024-03-12,674260.0,822167.0,210236837.19,352695463.28999996,901171.0,940652.0,0.8201010257040237,0.5960860262530088,0.9580280486300992
2024-03-13,676574.0,650932.0,247739952.92,236677119.77,910531.0,1025580.0,1.0393927476295528,1.0467423009066137,0.8878205503227442
2024-03-14,701485.0,727928.0,255035615.57,265065741.4,914974.0,1055900.0,0.9636736050818213,0.9621598559775254,0.8665347097262999
2024-03-15,631474.0,631305.0,211654126.11999997,212434189.98000002,918650.0,1086298.0,1.000267699447969,0.9963279740418739,0.8456703409193426
2024-03-18,561961.0,627508.0,169310115.42,229938624.47,944158.0,1094737.0,0.8955439611925267,0.7363274256782806,0.862451894838669
2024-03-19,592811.0,651095.0,185156929.12,207480805.20000002,942868.0,1131936.0,0.9104831092236924,0.89240510196362,0.8329693551578888
2024-03-20,631395.0,723543.0,202784160.30999997,226629468.98,954833.0,1105804.0,0.8726433674294409,0.8947828418902382,0.8634739972002272
2024-03-21,624778.0,688037.0,189302604.85,240547241.26,952956.0,1100648.0,0.9080587235860862,0.7869664347777272,0.8658135934467696
2024-03-22,1222581.0,1090964.0,415860875.05,318002379.45,914488.0,1160735.0,1.1206428443101697,1.3077288156436153,0.7878525244780247
2024-03-25,742428.0,669746.0,242202740.72000003,195794036.62,876491.0,1107776.0,1.1085217380917542,1.2370281797196445,0.7912168163960945
2024-03-26,695538.0,697565.0,227087418.10000002,220143354.69,881952.0,1111298.0,0.9970941776035208,1.0315433705449728,0.7936233125588276
2024-03-27,700287.0,748979.0,232206499.58,247896943.95,866426.0,1124184.0,0.9349888314625644,0.9367057773283212,0.7707154700653985
2024-03-28,769955.0,736212.0,286694933.99,281532453.27,609430.0,689584.0,1.0458332654181133,1.0183370714815922,0.8837647045175062
2024-03-29,478211.0,441429.0,168736630.57,168258434.32999998,661403.0,710853.0,1.08332483819595,1.0028420342903117,0.9304356878285666
2024-04-01,608014.0,705451.0,182906536.46,292821284.08,696619.0,701283.0,0.8618798470765511,0.6246353882186692,0.9933493325804276
2024-04-02,456521.0,474849.0,157156499.34,195617122.32,721230.0,762249.0,0.9614024668894743,0.8033882590447056,0.9461868759421134
2024-04-03,421914.0,404731.0,149801856.57999998,159787515.13,728569.0,794637.0,1.0424553592386054,0.9375066409795791,0.9168576343663837
2024-04-08,584707.0,611022.0,198443604.81,187608371.73000002,756409.0,845128.0,0.9569328109298847,1.0577545286496794,0.8950230024327676
2024-04-09,483730.0,540746.0,166075896.45,161485876.32999998,765663.0,904555.0,0.8945604775624785,1.0284236629500663,0.8464526756250311
2024-04-10,630132.0,652913.0,219304600.23000002,196171554.38,760670.0,939917.0,0.9651086745094676,1.117922529202116,0.8092948632698419
2024-04-11,550895.0,642358.0,195285154.32,186861348.11,764115.0,954485.0,0.8576136671451122,1.0450805171599271,0.8005521302063416
2024-04-12,560062.0,630656.0,203792750.79,165548740.81,745035.0,1015787.0,0.8880625887964279,1.231013596315375,0.7334559312139257
2024-04-15,916457.0,1139270.0,281454232.11,372581313.03999996,794017.0,877204.0,0.8044247632255743,0.7554169311754596,0.9051680110897807
2024-04-16,918781.0,942824.0,284073734.23,321349498.24,802663.0,906321.0,0.9744989520843763,0.8840024203735941,0.8856277190973176
