date,underlying,commodity_id,rank,member_name,long_position,long_position_change,short_position,short_position_change
2017-03-06,IF,,1,中信期货,,,5585.0,-64.0
2017-03-06,IF,IF,1,银河期货,4366.0,-50.0,,
2017-03-06,IF,IF,2,中信期货,3446.0,-246.0,,
2017-03-06,IF,,2,国泰君安,,,2351.0,16.0
2017-03-06,IF,,3,华泰期货,,,2125.0,17.0
2017-03-06,IF,IF,3,国投安信,2899.0,217.0,,
2017-03-06,IF,IF,4,国泰君安,2673.0,-218.0,,
2017-03-06,IF,,4,银河期货,,,2092.0,5.0
2017-03-06,IF,IF,5,中金期货,1889.0,-108.0,,
2017-03-06,IF,,5,招商期货,,,1762.0,-20.0
2017-03-06,IF,,6,上海东证,,,1701.0,-10.0
2017-03-06,IF,IF,6,广发期货,1525.0,-73.0,,
2017-03-06,IF,,7,光大期货,,,1628.0,-51.0
2017-03-06,IF,IF,7,鲁证期货,1219.0,143.0,,
2017-03-06,IF,,8,广发期货,,,1519.0,-37.0
2017-03-06,IF,IF,8,永安期货,1205.0,-42.0,,
2017-03-06,IF,,9,兴证期货,,,1449.0,-59.0
2017-03-06,IF,IF,9,申银万国,1199.0,-26.0,,
2017-03-06,IF,IF,10,兴证期货,1118.0,59.0,,
2017-03-06,IF,,10,国投安信,,,1299.0,-134.0
2017-03-06,IF,IF,11,华泰期货,1069.0,-17.0,,
2017-03-06,IF,,11,永安期货,,,1193.0,-100.0
2017-03-06,IF,IF,12,五矿经易,988.0,-335.0,,
2017-03-06,IF,,12,国信期货,,,1183.0,-8.0
2017-03-06,IF,IF,13,海通期货,882.0,-86.0,1099.0,-92.0
2017-03-06,IF,,14,南华期货,,,802.0,-21.0
2017-03-06,IF,IF,14,安粮期货,768.0,105.0,,
2017-03-06,IF,IF,15,南华期货,753.0,25.0,,
2017-03-06,IF,,15,建信期货,,,664.0,-43.0
2017-03-06,IF,IF,16,招商期货,673.0,30.0,,
2017-03-06,IF,,16,鲁证期货,,,607.0,-19.0
2017-03-06,IF,IF,17,上海东证,652.0,-21.0,,
2017-03-06,IF,,17,申银万国,,,502.0,13.0
2017-03-06,IF,,18,兴业期货,,,471.0,-50.0
2017-03-06,IF,IF,18,浙商期货,647.0,-75.0,,
2017-03-06,IF,,19,中金期货,,,421.0,2.0
2017-03-06,IF,IF,19,光大期货,490.0,-22.0,,
2017-03-06,IF,IF,20,新湖期货,447.0,21.0,,
2017-03-06,IF,,20,渤海期货,,,416.0,-6.0
﻿2017-03-07,IF,,1,中信期货,,,5224.0,-361.0
2017-03-07,IF,IF,1,银河期货,4249.0,-117.0,,
2017-03-07,IF,IF,2,中信期货,3363.0,-83.0,,
2017-03-07,IF,,2,国泰君安,,,2217.0,-134.0
2017-03-07,IF,,3,华泰期货,,,2095.0,-30.0
2017-03-07,IF,IF,3,国投安信,3071.0,172.0,,
2017-03-07,IF,IF,4,国泰君安,2254.0,-419.0,,
2017-03-07,IF,,4,银河期货,,,2033.0,-59.0
2017-03-07,IF,IF,5,中金期货,1804.0,-85.0,,
2017-03-07,IF,,5,招商期货,,,1700.0,-62.0
2017-03-07,IF,,6,上海东证,,,1635.0,-66.0
2017-03-07,IF,IF,6,广发期货,1437.0,-88.0,,
2017-03-07,IF,,7,光大期货,,,1451.0,-177.0
2017-03-07,IF,IF,7,申银万国,1140.0,-59.0,,
2017-03-07,IF,,8,广发期货,,,1445.0,-74.0
2017-03-07,IF,IF,8,鲁证期货,1138.0,-81.0,,
2017-03-07,IF,,9,兴证期货,,,1356.0,-93.0
2017-03-07,IF,IF,9,永安期货,1135.0,-70.0,,
2017-03-07,IF,IF,10,兴证期货,1077.0,-41.0,,
2017-03-07,IF,,10,国信期货,,,1172.0,-11.0
2017-03-07,IF,IF,11,华泰期货,1034.0,-35.0,,
2017-03-07,IF,,11,国投安信,,,1155.0,-144.0
2017-03-07,IF,,12,永安期货,,,1128.0,-65.0
2017-03-07,IF,IF,12,海通期货,822.0,-60.0,,
2017-03-07,IF,IF,13,五矿经易,799.0,-189.0,,
2017-03-07,IF,,13,海通期货,,,1022.0,-77.0
2017-03-07,IF,,14,南华期货,,,759.0,-43.0
2017-03-07,IF,IF,14,安粮期货,794.0,26.0,,
2017-03-07,IF,IF,15,南华期货,699.0,-54.0,,
2017-03-07,IF,,15,建信期货,,,660.0,-4.0
2017-03-07,IF,IF,16,招商期货,679.0,6.0,,
2017-03-07,IF,,16,鲁证期货,,,609.0,2.0
2017-03-07,IF,IF,17,浙商期货,630.0,-17.0,,
2017-03-07,IF,,17,申银万国,,,511.0,9.0
2017-03-07,IF,IF,18,上海东证,529.0,-123.0,,
2017-03-07,IF,,18,渤海期货,,,420.0,4.0
2017-03-07,IF,,19,中信建投,,,412.0,35.0
2017-03-07,IF,IF,19,光大期货,489.0,-1.0,,
2017-03-07,IF,,20,中金期货,,,409.0,-12.0
2017-03-07,IF,IF,20,新湖期货,430.0,-17.0,,
﻿2017-03-08,IF,,1,中信期货,,,4932.0,-292.0
2017-03-08,IF,IF,1,银河期货,3982.0,-267.0,,
2017-03-08,IF,IF,2,中信期货,3229.0,-134.0,,
2017-03-08,IF,,2,国泰君安,,,2217.0,0.0
2017-03-08,IF,,3,华泰期货,,,2002.0,-93.0
2017-03-08,IF,IF,3,国投安信,3090.0,19.0,,
2017-03-08,IF,IF,4,国泰君安,2208.0,-46.0,,
2017-03-08,IF,,4,银河期货,,,1993.0,-40.0
2017-03-08,IF,IF,5,中金期货,1745.0,-59.0,,
2017-03-08,IF,,5,招商期货,,,1713.0,13.0
2017-03-08,IF,,6,上海东证,,,1578.0,-57.0
2017-03-08,IF,IF,6,广发期货,1447.0,10.0,,
2017-03-08,IF,,7,广发期货,,,1451.0,6.0
2017-03-08,IF,IF,7,永安期货,1199.0,64.0,,
2017-03-08,IF,,8,光大期货,,,1363.0,-88.0
2017-03-08,IF,IF,8,鲁证期货,1161.0,23.0,,
2017-03-08,IF,,9,兴证期货,,,1323.0,-33.0
2017-03-08,IF,IF,9,华泰期货,1048.0,14.0,,
2017-03-08,IF,IF,10,兴证期货,1037.0,-40.0,,
2017-03-08,IF,,10,永安期货,,,1163.0,35.0
2017-03-08,IF,,11,国信期货,,,1147.0,-25.0
2017-03-08,IF,IF,11,申银万国,1031.0,-109.0,,
2017-03-08,IF,,12,国投安信,,,1087.0,-68.0
2017-03-08,IF,IF,12,海通期货,803.0,-19.0,,
2017-03-08,IF,IF,13,安粮期货,793.0,-1.0,,
2017-03-08,IF,,13,海通期货,,,1017.0,-5.0
2017-03-08,IF,,14,南华期货,,,693.0,-66.0
2017-03-08,IF,IF,14,招商期货,711.0,32.0,,
2017-03-08,IF,IF,15,五矿经易,692.0,-107.0,,
2017-03-08,IF,,15,建信期货,,,648.0,-12.0
2017-03-08,IF,IF,16,南华期货,647.0,-52.0,,
2017-03-08,IF,,16,鲁证期货,,,604.0,-5.0
2017-03-08,IF,IF,17,浙商期货,580.0,-50.0,,
2017-03-08,IF,,17,申银万国,,,540.0,29.0
2017-03-08,IF,IF,18,上海东证,529.0,0.0,,
2017-03-08,IF,,18,中金期货,,,427.0,18.0
2017-03-08,IF,IF,19,光大期货,449.0,-40.0,,
2017-03-08,IF,,19,渤海期货,,,417.0,-3.0
2017-03-08,IF,,20,中信建投,,,386.0,-26.0
2017-03-08,IF,IF,20,国信期货,419.0,61.0,,
﻿2017-03-09,IF,,1,中信期货,,,4752.0,-180.0
2017-03-09,IF,IF,1,银河期货,3658.0,-324.0,,
2017-03-09,IF,IF,2,中信期货,3111.0,-118.0,,
2017-03-09,IF,,2,国泰君安,,,2028.0,-189.0
2017-03-09,IF,,3,华泰期货,,,1993.0,-9.0
2017-03-09,IF,IF,3,国投安信,3068.0,-22.0,,
2017-03-09,IF,IF,4,国泰君安,1818.0,-390.0,,
2017-03-09,IF,,4,银河期货,,,1920.0,-73.0
2017-03-09,IF,IF,5,中金期货,1457.0,-288.0,,
2017-03-09,IF,,5,招商期货,,,1485.0,-228.0
2017-03-09,IF,IF,6,广发期货,1443.0,-4.0,1479.0,28.0
2017-03-09,IF,,7,上海东证,,,1479.0,-99.0
2017-03-09,IF,IF,7,申银万国,1105.0,74.0,,
2017-03-09,IF,,8,兴证期货,,,1289.0,-34.0
2017-03-09,IF,IF,8,永安期货,1069.0,-130.0,,
2017-03-09,IF,,9,光大期货,,,1263.0,-100.0
2017-03-09,IF,IF,9,兴证期货,1056.0,19.0,,
2017-03-09,IF,IF,10,华泰期货,991.0,-57.0,,
2017-03-09,IF,,10,永安期货,,,1151.0,-12.0
2017-03-09,IF,,11,海通期货,,,1033.0,16.0
2017-03-09,IF,IF,11,鲁证期货,988.0,-173.0,,
2017-03-09,IF,,12,国信期货,,,950.0,-197.0
2017-03-09,IF,IF,12,海通期货,827.0,24.0,,
2017-03-09,IF,,13,国投安信,,,931.0,-156.0
2017-03-09,IF,IF,13,安粮期货,794.0,1.0,,
2017-03-09,IF,IF,14,南华期货,696.0,49.0,729.0,36.0
2017-03-09,IF,,15,建信期货,,,643.0,-5.0
2017-03-09,IF,IF,15,招商期货,693.0,-18.0,,
2017-03-09,IF,IF,16,五矿经易,603.0,-89.0,,
2017-03-09,IF,,16,鲁证期货,,,616.0,12.0
2017-03-09,IF,IF,17,浙商期货,570.0,-10.0,,
2017-03-09,IF,,17,申银万国,,,490.0,-50.0
2017-03-09,IF,,18,中金期货,,,426.0,-1.0
2017-03-09,IF,IF,18,光大期货,506.0,57.0,,
2017-03-09,IF,IF,19,上海东证,452.0,-77.0,,
2017-03-09,IF,,19,渤海期货,,,409.0,-8.0
2017-03-09,IF,IF,20,新湖期货,437.0,55.0,,
2017-03-09,IF,,20,西部期货,,,397.0,27.0
﻿2017-03-10,IF,,1,中信期货,,,4406.0,-346.0
2017-03-10,IF,IF,1,银河期货,3295.0,-363.0,,
2017-03-10,IF,,2,华泰期货,,,1848.0,-145.0
2017-03-10,IF,IF,2,国投安信,3003.0,-65.0,,
2017-03-10,IF,IF,3,中信期货,2549.0,-562.0,,
2017-03-10,IF,,3,国泰君安,,,1825.0,-203.0
2017-03-10,IF,IF,4,广发期货,1433.0,-10.0,,
2017-03-10,IF,,4,银河期货,,,1779.0,-141.0
2017-03-10,IF,IF,5,国泰君安,1414.0,-404.0,,
2017-03-10,IF,,5,广发期货,,,1336.0,-143.0
2017-03-10,IF,IF,6,中金期货,1323.0,-134.0,,
2017-03-10,IF,,6,招商期货,,,1304.0,-181.0
2017-03-10,IF,,7,上海东证,,,1284.0,-195.0
2017-03-10,IF,IF,7,兴证期货,1016.0,-40.0,,
2017-03-10,IF,,8,兴证期货,,,1180.0,-109.0
2017-03-10,IF,IF,8,永安期货,980.0,-89.0,,
2017-03-10,IF,,9,光大期货,,,1083.0,-180.0
2017-03-10,IF,IF,9,华泰期货,905.0,-86.0,,
2017-03-10,IF,,10,永安期货,,,1072.0,-79.0
2017-03-10,IF,IF,10,申银万国,900.0,-205.0,,
2017-03-10,IF,,11,海通期货,,,1069.0,36.0
2017-03-10,IF,IF,11,鲁证期货,877.0,-111.0,,
2017-03-10,IF,,12,国信期货,,,929.0,-21.0
2017-03-10,IF,IF,12,海通期货,848.0,21.0,,
2017-03-10,IF,,13,国投安信,,,870.0,-61.0
2017-03-10,IF,IF,13,安粮期货,800.0,6.0,,
2017-03-10,IF,,14,南华期货,,,670.0,-59.0
2017-03-10,IF,IF,14,招商期货,658.0,-35.0,,
2017-03-10,IF,IF,15,南华期货,634.0,-62.0,,
2017-03-10,IF,,15,建信期货,,,572.0,-71.0
2017-03-10,IF,,16,中金期货,,,428.0,2.0
2017-03-10,IF,IF,16,五矿经易,537.0,-66.0,,
2017-03-10,IF,IF,17,浙商期货,435.0,-135.0,,
2017-03-10,IF,,17,申银万国,,,403.0,-87.0
2017-03-10,IF,IF,18,光大期货,432.0,-74.0,,
2017-03-10,IF,,18,渤海期货,,,401.0,-8.0
2017-03-10,IF,IF,19,新湖期货,421.0,-16.0,,
2017-03-10,IF,,19,鲁证期货,,,354.0,-262.0
2017-03-10,IF,IF,20,上海东证,400.0,-52.0,,
2017-03-10,IF,,20,中信建投,,,352.0,1.0
﻿2017-03-13,IF,,1,中信期货,,,5831.0,22.0
2017-03-13,IF,IF,1,银河期货,3549.0,-236.0,,
2017-03-13,IF,IF,2,国投安信,3318.0,-32.0,,
2017-03-13,IF,,2,国泰君安,,,2782.0,124.0
2017-03-13,IF,IF,3,中信期货,2993.0,46.0,,
2017-03-13,IF,,3,华泰期货,,,2195.0,-97.0
2017-03-13,IF,IF,4,国泰君安,2607.0,-271.0,,
2017-03-13,IF,,4,银河期货,,,2052.0,-51.0
2017-03-13,IF,IF,5,五矿经易,1974.0,394.0,,
2017-03-13,IF,,5,广发期货,,,1698.0,23.0
2017-03-13,IF,IF,6,中金期货,1778.0,4.0,,
2017-03-13,IF,,6,招商期货,,,1668.0,-46.0
2017-03-13,IF,,7,上海东证,,,1562.0,52.0
2017-03-13,IF,IF,7,南华期货,1606.0,270.0,,
2017-03-13,IF,,8,光大期货,,,1502.0,112.0
2017-03-13,IF,IF,8,广发期货,1541.0,-7.0,,
2017-03-13,IF,,9,兴证期货,,,1493.0,-47.0
2017-03-13,IF,IF,9,永安期货,1246.0,79.0,,
2017-03-13,IF,IF,10,海通期货,1233.0,169.0,1345.0,42.0
2017-03-13,IF,IF,11,华泰期货,1201.0,61.0,,
2017-03-13,IF,,11,永安期货,,,1277.0,-74.0
2017-03-13,IF,IF,12,兴证期货,1190.0,100.0,,
2017-03-13,IF,,12,国投安信,,,1159.0,49.0
2017-03-13,IF,,13,国信期货,,,1106.0,48.0
2017-03-13,IF,IF,13,申银万国,1053.0,-44.0,,
2017-03-13,IF,IF,14,乾坤期货,1022.0,30.0,,
2017-03-13,IF,,14,南华期货,,,862.0,37.0
2017-03-13,IF,,15,建信期货,,,740.0,22.0
2017-03-13,IF,IF,15,鲁证期货,916.0,-333.0,,
2017-03-13,IF,IF,16,安粮期货,793.0,-7.0,,
2017-03-13,IF,,16,鲁证期货,,,693.0,131.0
2017-03-13,IF,IF,17,招商期货,588.0,-70.0,,
2017-03-13,IF,,17,申银万国,,,596.0,63.0
2017-03-13,IF,IF,18,上海东证,474.0,8.0,,
2017-03-13,IF,,18,兴业期货,,,474.0,96.0
2017-03-13,IF,,19,中金期货,,,417.0,-11.0
2017-03-13,IF,IF,19,光大期货,454.0,22.0,,
2017-03-13,IF,IF,20,新湖期货,418.0,-3.0,,
2017-03-13,IF,,20,西部期货,,,351.0,16.0
﻿2017-03-14,IF,,1,中信期货,,,5782.0,-49.0
2017-03-14,IF,IF,1,国投安信,3330.0,12.0,,
2017-03-14,IF,,2,国泰君安,,,2775.0,-7.0
2017-03-14,IF,IF,2,银河期货,3265.0,-284.0,,
2017-03-14,IF,IF,3,中信期货,2862.0,-131.0,,
2017-03-14,IF,,3,华泰期货,,,2146.0,-49.0
2017-03-14,IF,IF,4,国泰君安,2616.0,9.0,,
2017-03-14,IF,,4,银河期货,,,2043.0,-9.0
2017-03-14,IF,IF,5,五矿经易,2252.0,278.0,,
2017-03-14,IF,,5,招商期货,,,1679.0,11.0
2017-03-14,IF,IF,6,南华期货,1840.0,234.0,,
2017-03-14,IF,,6,广发期货,,,1654.0,-44.0
2017-03-14,IF,,7,上海东证,,,1558.0,-4.0
2017-03-14,IF,IF,7,中金期货,1732.0,-46.0,,
2017-03-14,IF,,8,兴证期货,,,1470.0,-23.0
2017-03-14,IF,IF,8,广发期货,1504.0,-37.0,,
2017-03-14,IF,,9,光大期货,,,1388.0,-114.0
2017-03-14,IF,IF,9,永安期货,1191.0,-55.0,,
2017-03-14,IF,IF,10,华泰期货,1119.0,-82.0,,
2017-03-14,IF,,10,海通期货,,,1348.0,3.0
2017-03-14,IF,IF,11,兴证期货,1115.0,-75.0,,
2017-03-14,IF,,11,永安期货,,,1252.0,-25.0
2017-03-14,IF,,12,国投安信,,,1189.0,30.0
2017-03-14,IF,IF,12,海通期货,1072.0,-161.0,,
2017-03-14,IF,,13,国信期货,,,1045.0,-61.0
2017-03-14,IF,IF,13,申银万国,1041.0,-12.0,,
2017-03-14,IF,IF,14,乾坤期货,1022.0,0.0,,
2017-03-14,IF,,14,南华期货,,,836.0,-26.0
2017-03-14,IF,,15,建信期货,,,736.0,-4.0
2017-03-14,IF,IF,15,鲁证期货,857.0,-59.0,,
2017-03-14,IF,IF,16,安粮期货,793.0,0.0,,
2017-03-14,IF,,16,鲁证期货,,,652.0,-41.0
2017-03-14,IF,IF,17,招商期货,683.0,-16.0,,
2017-03-14,IF,,17,申银万国,,,542.0,-54.0
2017-03-14,IF,,18,兴业期货,,,527.0,53.0
2017-03-14,IF,IF,18,浙商期货,640.0,14.0,,
2017-03-14,IF,,19,中金期货,,,374.0,-43.0
2017-03-14,IF,IF,19,光大期货,398.0,-56.0,,
2017-03-14,IF,IF,20,新湖期货,316.0,-102.0,,
2017-03-14,IF,,20,西部期货,,,300.0,-51.0
﻿2017-03-15,IF,IF,1,中信期货,4371.0,109.0,7575.0,84.0
2017-03-15,IF,IF,2,五矿经易,3749.0,511.0,,
2017-03-15,IF,,2,国泰君安,,,3132.0,-102.0
2017-03-15,IF,,3,上海东证,,,2608.0,-18.0
2017-03-15,IF,IF,3,国泰君安,3539.0,-23.0,,
2017-03-15,IF,IF,4,银河期货,2986.0,-396.0,2326.0,-12.0
2017-03-15,IF,,5,华泰期货,,,2071.0,-75.0
2017-03-15,IF,IF,5,国投安信,2921.0,-409.0,,
2017-03-15,IF,IF,6,中金期货,2847.0,-54.0,,
2017-03-15,IF,,6,招商期货,,,2035.0,30.0
2017-03-15,IF,,7,光大期货,,,1897.0,-102.0
2017-03-15,IF,IF,7,南华期货,2760.0,463.0,,
2017-03-15,IF,,8,广发期货,,,1861.0,-8.0
2017-03-15,IF,IF,8,永安期货,1577.0,-40.0,,
2017-03-15,IF,,9,国投安信,,,1715.0,22.0
2017-03-15,IF,IF,9,广发期货,1499.0,-5.0,,
2017-03-15,IF,IF,10,华泰期货,1366.0,52.0,,
2017-03-15,IF,,10,永安期货,,,1634.0,-2.0
2017-03-15,IF,IF,11,海通期货,1333.0,40.0,1531.0,24.0
2017-03-15,IF,,12,国信期货,,,1438.0,8.0
2017-03-15,IF,IF,12,申银万国,1318.0,-22.0,,
2017-03-15,IF,IF,13,兴证期货,1250.0,2.0,1408.0,-62.0
2017-03-15,IF,,14,兴业期货,,,1013.0,2.0
2017-03-15,IF,IF,14,鲁证期货,1081.0,48.0,,
2017-03-15,IF,IF,15,乾坤期货,1022.0,0.0,,
2017-03-15,IF,,15,南华期货,,,864.0,28.0
2017-03-15,IF,IF,16,招商期货,866.0,51.0,,
2017-03-15,IF,,16,鲁证期货,,,689.0,37.0
2017-03-15,IF,,17,建信期货,,,682.0,122.0
2017-03-15,IF,IF,17,浙商期货,826.0,-68.0,,
2017-03-15,IF,IF,18,上海东证,437.0,71.0,,
2017-03-15,IF,,18,申银万国,,,550.0,8.0
2017-03-15,IF,IF,19,光大期货,423.0,-64.0,,
2017-03-15,IF,,19,西部期货,,,408.0,-15.0
2017-03-15,IF,,20,中金期货,,,340.0,267.0
2017-03-15,IF,IF,20,中银国际,354.0,1.0,,
﻿2017-03-16,IF,IF,1,中信期货,4361.0,-10.0,7722.0,147.0
2017-03-16,IF,IF,2,五矿经易,3777.0,260.0,,
2017-03-16,IF,,2,国泰君安,,,3126.0,-6.0
2017-03-16,IF,,3,上海东证,,,2754.0,146.0
2017-03-16,IF,IF,3,国泰君安,3673.0,134.0,,
2017-03-16,IF,,4,华泰期货,,,2202.0,131.0
2017-03-16,IF,IF,4,银河期货,3111.0,125.0,,
2017-03-16,IF,IF,5,中金期货,2942.0,95.0,,
2017-03-16,IF,,5,招商期货,,,2046.0,11.0
2017-03-16,IF,IF,6,南华期货,2731.0,-29.0,,
2017-03-16,IF,,6,银河期货,,,2018.0,-308.0
2017-03-16,IF,,7,光大期货,,,1939.0,42.0
2017-03-16,IF,IF,7,国投安信,2270.0,-651.0,,
2017-03-16,IF,,8,广发期货,,,1850.0,-11.0
2017-03-16,IF,IF,8,永安期货,1693.0,116.0,,
2017-03-16,IF,,9,国投安信,,,1728.0,13.0
2017-03-16,IF,IF,9,广发期货,1515.0,16.0,,
2017-03-16,IF,IF,10,华泰期货,1433.0,67.0,,
2017-03-16,IF,,10,永安期货,,,1634.0,0.0
2017-03-16,IF,IF,11,兴证期货,1391.0,141.0,,
2017-03-16,IF,,11,海通期货,,,1601.0,70.0
2017-03-16,IF,,12,兴证期货,,,1455.0,47.0
2017-03-16,IF,IF,12,海通期货,1309.0,-24.0,,
2017-03-16,IF,,13,国信期货,,,1447.0,9.0
2017-03-16,IF,IF,13,申银万国,1276.0,-42.0,,
2017-03-16,IF,,14,兴业期货,,,1052.0,39.0
2017-03-16,IF,IF,14,鲁证期货,1079.0,-2.0,,
2017-03-16,IF,IF,15,乾坤期货,1032.0,10.0,,
2017-03-16,IF,,15,南华期货,,,877.0,13.0
2017-03-16,IF,,16,建信期货,,,792.0,110.0
2017-03-16,IF,IF,16,浙商期货,854.0,28.0,,
2017-03-16,IF,IF,17,招商期货,837.0,-29.0,,
2017-03-16,IF,,17,鲁证期货,,,727.0,38.0
2017-03-16,IF,IF,18,上海东证,567.0,130.0,,
2017-03-16,IF,,18,华西期货,,,482.0,39.0
2017-03-16,IF,IF,19,国信期货,429.0,183.0,,
2017-03-16,IF,,19,申银万国,,,450.0,149.0
2017-03-16,IF,,20,中金期货,,,391.0,51.0
2017-03-16,IF,IF,20,新湖期货,354.0,209.0,,
﻿2017-03-17,IF,IF,1,中信期货,4125.0,-236.0,6991.0,-731.0
2017-03-17,IF,IF,2,五矿经易,3978.0,150.0,,
2017-03-17,IF,,2,国泰君安,,,2705.0,-421.0
2017-03-17,IF,,3,上海东证,,,2680.0,415.0
2017-03-17,IF,IF,3,国泰君安,3528.0,-145.0,,
2017-03-17,IF,,4,华泰期货,,,2117.0,-224.0
2017-03-17,IF,IF,4,银河期货,3085.0,442.0,,
2017-03-17,IF,IF,5,中金期货,3011.0,171.0,,
2017-03-17,IF,,5,招商期货,,,2043.0,159.0
2017-03-17,IF,IF,6,南华期货,2784.0,53.0,,
2017-03-17,IF,,6,银河期货,,,1909.0,346.0
2017-03-17,IF,,7,光大期货,,,1793.0,-146.0
2017-03-17,IF,IF,7,永安期货,1563.0,-130.0,,
2017-03-17,IF,IF,8,广发期货,1540.0,25.0,1734.0,-116.0
2017-03-17,IF,IF,9,华泰期货,1357.0,-76.0,,
2017-03-17,IF,,9,国投安信,,,1642.0,87.0
2017-03-17,IF,,10,永安期货,,,1623.0,-11.0
2017-03-17,IF,IF,10,申银万国,1302.0,126.0,,
2017-03-17,IF,IF,11,兴证期货,1249.0,-142.0,1515.0,-67.0
2017-03-17,IF,IF,12,海通期货,1110.0,166.0,1443.0,177.0
2017-03-17,IF,,13,国信期货,,,1251.0,35.0
2017-03-17,IF,IF,13,鲁证期货,1094.0,15.0,,
2017-03-17,IF,IF,14,乾坤期货,1055.0,23.0,,
2017-03-17,IF,,14,兴业期货,,,1091.0,39.0
2017-03-17,IF,,15,南华期货,,,801.0,-76.0
2017-03-17,IF,IF,15,招商期货,811.0,242.0,,
2017-03-17,IF,IF,16,国投安信,741.0,208.0,,
2017-03-17,IF,,16,建信期货,,,727.0,9.0
2017-03-17,IF,IF,17,浙商期货,735.0,-119.0,,
2017-03-17,IF,,17,鲁证期货,,,669.0,-58.0
2017-03-17,IF,IF,18,上海东证,645.0,78.0,,
2017-03-17,IF,,18,申银万国,,,462.0,12.0
2017-03-17,IF,,19,中金期货,,,417.0,26.0
2017-03-17,IF,IF,19,国信期货,427.0,-2.0,,
2017-03-17,IF,,20,中信建投,,,390.0,117.0
2017-03-17,IF,IF,20,光大期货,397.0,-29.0,,
﻿2017-03-20,IF,IF,1,中信期货,4153.0,28.0,7193.0,202.0
2017-03-20,IF,IF,2,五矿经易,3970.0,-8.0,,
2017-03-20,IF,,2,国泰君安,,,2817.0,112.0
2017-03-20,IF,,3,上海东证,,,2664.0,-16.0
2017-03-20,IF,IF,3,国泰君安,3589.0,61.0,,
2017-03-20,IF,IF,4,中金期货,3131.0,120.0,,
2017-03-20,IF,,4,招商期货,,,2012.0,-31.0
2017-03-20,IF,IF,5,银河期货,3113.0,28.0,2007.0,98.0
2017-03-20,IF,,6,华泰期货,,,1961.0,-9.0
2017-03-20,IF,IF,6,南华期货,2758.0,-26.0,,
2017-03-20,IF,,7,光大期货,,,1910.0,117.0
2017-03-20,IF,IF,7,永安期货,1569.0,6.0,,
2017-03-20,IF,,8,国投安信,,,1717.0,75.0
2017-03-20,IF,IF,8,广发期货,1494.0,-46.0,,
2017-03-20,IF,,9,广发期货,,,1686.0,-48.0
2017-03-20,IF,IF,9,申银万国,1342.0,40.0,,
2017-03-20,IF,IF,10,华泰期货,1335.0,-22.0,,
2017-03-20,IF,,10,永安期货,,,1610.0,-13.0
2017-03-20,IF,IF,11,兴证期货,1205.0,-44.0,1528.0,13.0
2017-03-20,IF,,12,海通期货,,,1396.0,-47.0
2017-03-20,IF,IF,12,鲁证期货,1075.0,-19.0,,
2017-03-20,IF,,13,国信期货,,,1356.0,105.0
2017-03-20,IF,IF,13,海通期货,1050.0,-60.0,,
2017-03-20,IF,,14,兴业期货,,,1089.0,-2.0
2017-03-20,IF,IF,14,国投安信,1044.0,303.0,,
2017-03-20,IF,IF,15,乾坤期货,1001.0,-54.0,,
2017-03-20,IF,,15,南华期货,,,927.0,10.0
2017-03-20,IF,,16,建信期货,,,783.0,56.0
2017-03-20,IF,IF,16,招商期货,931.0,120.0,,
2017-03-20,IF,IF,17,浙商期货,682.0,-53.0,,
2017-03-20,IF,,17,申银万国,,,664.0,202.0
2017-03-20,IF,IF,18,上海东证,615.0,-30.0,,
2017-03-20,IF,,18,鲁证期货,,,646.0,-23.0
2017-03-20,IF,,19,中金期货,,,442.0,25.0
2017-03-20,IF,IF,19,光大期货,460.0,63.0,,
2017-03-20,IF,,20,华西期货,,,374.0,32.0
2017-03-20,IF,IF,20,国信期货,424.0,-3.0,,
﻿2017-03-21,IF,IF,1,中信期货,4195.0,42.0,7233.0,40.0
2017-03-21,IF,IF,2,五矿经易,3923.0,-47.0,,
2017-03-21,IF,,2,国泰君安,,,3068.0,251.0
2017-03-21,IF,,3,上海东证,,,2637.0,-27.0
2017-03-21,IF,IF,3,国泰君安,3651.0,62.0,,
2017-03-21,IF,IF,4,银河期货,3177.0,64.0,2059.0,52.0
2017-03-21,IF,IF,5,中金期货,3095.0,-36.0,,
2017-03-21,IF,,5,招商期货,,,2001.0,-11.0
2017-03-21,IF,,6,光大期货,,,1955.0,45.0
2017-03-21,IF,IF,6,南华期货,2793.0,35.0,,
2017-03-21,IF,,7,华泰期货,,,1880.0,-81.0
2017-03-21,IF,IF,7,广发期货,1573.0,79.0,,
2017-03-21,IF,IF,8,国投安信,1571.0,428.0,,
2017-03-21,IF,,8,广发期货,,,1794.0,108.0
2017-03-21,IF,,9,国投安信,,,1776.0,59.0
2017-03-21,IF,IF,9,永安期货,1547.0,-22.0,,
2017-03-21,IF,,10,永安期货,,,1600.0,-10.0
2017-03-21,IF,IF,10,海通期货,1423.0,373.0,,
2017-03-21,IF,,11,兴证期货,,,1530.0,2.0
2017-03-21,IF,IF,11,华泰期货,1356.0,21.0,,
2017-03-21,IF,,12,海通期货,,,1507.0,111.0
2017-03-21,IF,IF,12,申银万国,1320.0,-22.0,,
2017-03-21,IF,IF,13,兴证期货,1303.0,98.0,,
2017-03-21,IF,,13,国信期货,,,1368.0,12.0
2017-03-21,IF,,14,兴业期货,,,1093.0,4.0
2017-03-21,IF,IF,14,鲁证期货,1174.0,99.0,,
