date,underlying,commodity_id,rank,member_name,long_position,long_position_change,short_position,short_position_change
2024-12-06,IF,IF,7,国投安信,8580.0,-162.0,,
2024-12-06,IF,,8,国投安信,,,10607.0,423.0
2024-12-06,IF,IF,8,广发期货,7346.0,1374.0,,
2024-12-06,IF,,9,国信期货,,,7799.0,1070.0
2024-12-06,IF,IF,9,永安期货,7172.0,255.0,,
2024-12-06,IF,IF,10,国信期货,6772.0,1148.0,,
2024-12-06,IF,,10,招商期货,,,6440.0,-85.0
2024-12-06,IF,IF,11,浙商期货,5837.0,-1335.0,,
2024-12-06,IF,,11,银河期货,,,5905.0,19.0
2024-12-06,IF,IF,12,中信建投,5819.0,990.0,5723.0,645.0
2024-12-06,IF,IF,13,申银万国,5193.0,-108.0,5496.0,-3.0
2024-12-06,IF,,14,中银期货,,,3640.0,234.0
2024-12-06,IF,IF,14,南华期货,4978.0,-72.0,,
2024-12-06,IF,,15,中金期货,,,3538.0,1210.0
2024-12-06,IF,IF,15,光大期货,4955.0,377.0,,
2024-12-06,IF,,16,华闻期货,,,3385.0,1013.0
2024-12-06,IF,IF,16,招商期货,3922.0,483.0,,
2024-12-06,IF,IF,17,中金期货,3056.0,-61.0,,
2024-12-06,IF,,17,兴证期货,,,2745.0,130.0
2024-12-06,IF,,18,光大期货,,,2653.0,7.0
2024-12-06,IF,IF,18,宝城期货,2767.0,-32.0,,
2024-12-06,IF,IF,19,中泰期货,2278.0,206.0,,
2024-12-06,IF,,19,永安期货,,,2403.0,123.0
2024-12-06,IF,IF,20,一德期货,2166.0,504.0,,
2024-12-06,IF,,20,方正中期,,,2349.0,125.0
﻿2024-12-09,IF,,1,中信期货,,,46392.0,-2017.0
2024-12-09,IF,IF,1,国泰君安,42686.0,-4605.0,,
2024-12-09,IF,IF,2,中信期货,22641.0,-1698.0,,
2024-12-09,IF,,2,国泰君安,,,35537.0,-4303.0
2024-12-09,IF,IF,3,东证期货,10454.0,-1734.0,,
2024-12-09,IF,,3,海通期货,,,22828.0,-1842.0
2024-12-09,IF,IF,4,华泰期货,8813.0,-654.0,,
2024-12-09,IF,,4,广发期货,,,16012.0,-1155.0
2024-12-09,IF,,5,东证期货,,,14397.0,-1383.0
2024-12-09,IF,IF,5,银河期货,8546.0,-514.0,,
2024-12-09,IF,IF,6,海通期货,8144.0,-1563.0,,
2024-12-09,IF,,6,瑞银期货,,,11674.0,-451.0
2024-12-09,IF,,7,华泰期货,,,10281.0,-605.0
2024-12-09,IF,IF,7,国投安信,7868.0,-712.0,,
2024-12-09,IF,,8,国投安信,,,9912.0,-695.0
2024-12-09,IF,IF,8,永安期货,7414.0,120.0,,
2024-12-09,IF,,9,国信期货,,,6965.0,-834.0
2024-12-09,IF,IF,9,广发期货,6875.0,-471.0,,
2024-12-09,IF,IF,10,国信期货,6137.0,-635.0,,
2024-12-09,IF,,10,招商期货,,,6429.0,-11.0
2024-12-09,IF,IF,11,浙商期货,5942.0,105.0,,
2024-12-09,IF,,11,申银万国,,,5647.0,151.0
2024-12-09,IF,IF,12,申银万国,5244.0,51.0,,
2024-12-09,IF,,12,银河期货,,,5503.0,-402.0
2024-12-09,IF,,13,中信建投,,,5282.0,-441.0
2024-12-09,IF,IF,13,南华期货,5211.0,233.0,,
2024-12-09,IF,IF,14,中信建投,5137.0,-153.0,,
2024-12-09,IF,,14,中银期货,,,3444.0,-196.0
2024-12-09,IF,IF,15,光大期货,4626.0,-329.0,,
2024-12-09,IF,,15,永安期货,,,2776.0,-464.0
2024-12-09,IF,,16,兴证期货,,,2567.0,-178.0
2024-12-09,IF,IF,16,招商期货,3324.0,-204.0,,
2024-12-09,IF,IF,17,中金期货,2791.0,-265.0,,
2024-12-09,IF,,17,光大期货,,,2418.0,-235.0
2024-12-09,IF,IF,18,宝城期货,2759.0,-8.0,,
2024-12-09,IF,,18,方正中期,,,2361.0,12.0
2024-12-09,IF,IF,19,一德期货,2205.0,39.0,,
2024-12-09,IF,,19,摩根大通,,,2357.0,-28.0
2024-12-09,IF,IF,20,中泰期货,2026.0,-252.0,,
2024-12-09,IF,,20,宝城期货,,,2012.0,-94.0
﻿2024-12-10,IF,,1,中信期货,,,48637.0,2245.0
2024-12-10,IF,IF,1,国泰君安,48252.0,5566.0,,
2024-12-10,IF,IF,2,中信期货,25533.0,2892.0,,
2024-12-10,IF,,2,国泰君安,,,41257.0,5720.0
2024-12-10,IF,IF,3,东证期货,13357.0,2903.0,,
2024-12-10,IF,,3,海通期货,,,26902.0,4074.0
2024-12-10,IF,,4,广发期货,,,18802.0,2790.0
2024-12-10,IF,IF,4,海通期货,11453.0,3309.0,,
2024-12-10,IF,,5,东证期货,,,17264.0,2867.0
2024-12-10,IF,IF,5,银河期货,9118.0,399.0,,
2024-12-10,IF,IF,6,国投安信,9072.0,1204.0,,
2024-12-10,IF,,6,瑞银期货,,,12084.0,410.0
2024-12-10,IF,IF,7,华泰期货,9063.0,250.0,11111.0,830.0
2024-12-10,IF,,8,国投安信,,,10975.0,1063.0
2024-12-10,IF,IF,8,广发期货,8672.0,1797.0,,
2024-12-10,IF,,9,国信期货,,,7975.0,1010.0
2024-12-10,IF,IF,9,永安期货,8043.0,629.0,,
2024-12-10,IF,IF,10,国信期货,6958.0,821.0,,
2024-12-10,IF,,10,招商期货,,,6564.0,135.0
2024-12-10,IF,IF,11,浙商期货,6730.0,788.0,,
2024-12-10,IF,,11,银河期货,,,6008.0,711.0
2024-12-10,IF,IF,12,中信建投,5404.0,267.0,,
2024-12-10,IF,,12,申银万国,,,5772.0,125.0
2024-12-10,IF,,13,中信建投,,,5640.0,487.0
2024-12-10,IF,IF,13,南华期货,5328.0,117.0,,
2024-12-10,IF,,14,华闻期货,,,3829.0,1357.0
2024-12-10,IF,IF,14,申银万国,5193.0,-51.0,,
2024-12-10,IF,IF,15,光大期货,4944.0,318.0,,
2024-12-10,IF,,15,永安期货,,,3537.0,761.0
2024-12-10,IF,,16,中银期货,,,3470.0,26.0
2024-12-10,IF,IF,16,华闻期货,3288.0,1193.0,,
2024-12-10,IF,,17,光大期货,,,2848.0,430.0
2024-12-10,IF,IF,17,宝城期货,3239.0,480.0,,
2024-12-10,IF,,18,国富期货,,,2726.0,417.0
2024-12-10,IF,IF,18,招商期货,3218.0,150.0,,
2024-12-10,IF,IF,19,中金期货,2948.0,157.0,,
2024-12-10,IF,,19,兴证期货,,,2585.0,18.0
2024-12-10,IF,IF,20,一德期货,2869.0,664.0,,
2024-12-10,IF,,20,方正中期,,,2385.0,24.0
﻿2024-12-11,IF,,1,中信期货,,,44799.0,-3838.0
2024-12-11,IF,IF,1,国泰君安,43480.0,-4772.0,,
2024-12-11,IF,IF,2,中信期货,21320.0,-4213.0,,
2024-12-11,IF,,2,国泰君安,,,36326.0,-4931.0
2024-12-11,IF,IF,3,东证期货,10948.0,-2409.0,,
2024-12-11,IF,,3,海通期货,,,24271.0,-2631.0
2024-12-11,IF,IF,4,华泰期货,9039.0,-24.0,,
2024-12-11,IF,,4,广发期货,,,18260.0,-542.0
2024-12-11,IF,,5,东证期货,,,15700.0,-1564.0
2024-12-11,IF,IF,5,银河期货,8749.0,-369.0,,
2024-12-11,IF,IF,6,海通期货,8642.0,-2811.0,,
2024-12-11,IF,,6,瑞银期货,,,12491.0,407.0
2024-12-11,IF,IF,7,国投安信,8246.0,-826.0,11819.0,844.0
2024-12-11,IF,,8,华泰期货,,,11015.0,-96.0
2024-12-11,IF,IF,8,广发期货,7932.0,-740.0,,
2024-12-11,IF,,9,国信期货,,,7105.0,-870.0
2024-12-11,IF,IF,9,永安期货,7793.0,-250.0,,
2024-12-11,IF,,10,招商期货,,,6442.0,-122.0
2024-12-11,IF,IF,10,浙商期货,6917.0,187.0,,
2024-12-11,IF,IF,11,国信期货,5924.0,-1034.0,,
2024-12-11,IF,,11,申银万国,,,6055.0,283.0
2024-12-11,IF,IF,12,南华期货,5463.0,-127.0,,
2024-12-11,IF,,12,银河期货,,,6016.0,-181.0
2024-12-11,IF,,13,中信建投,,,4969.0,-787.0
2024-12-11,IF,IF,13,申银万国,5416.0,223.0,,
2024-12-11,IF,IF,14,中信建投,4632.0,-772.0,,
2024-12-11,IF,,14,永安期货,,,4043.0,506.0
2024-12-11,IF,,15,中银期货,,,3717.0,247.0
2024-12-11,IF,IF,15,光大期货,4587.0,-357.0,,
2024-12-11,IF,,16,中泰期货,,,3663.0,-144.0
2024-12-11,IF,IF,16,宝城期货,3655.0,416.0,,
2024-12-11,IF,,17,国富期货,,,3077.0,351.0
2024-12-11,IF,IF,17,招商期货,3413.0,-220.0,,
2024-12-11,IF,IF,18,中金期货,2949.0,1.0,,
2024-12-11,IF,,18,光大期货,,,2680.0,-168.0
2024-12-11,IF,IF,19,一德期货,2907.0,38.0,,
2024-12-11,IF,,19,兴证期货,,,2523.0,-62.0
2024-12-11,IF,IF,20,中泰期货,2399.0,-51.0,,
2024-12-11,IF,,20,方正中期,,,2514.0,129.0
﻿2024-12-12,IF,,1,中信期货,,,48768.0,3969.0
2024-12-12,IF,IF,1,国泰君安,48566.0,5086.0,,
2024-12-12,IF,IF,2,中信期货,25221.0,3901.0,,
2024-12-12,IF,,2,国泰君安,,,40718.0,4392.0
2024-12-12,IF,IF,3,东证期货,12795.0,1847.0,,
2024-12-12,IF,,3,海通期货,,,26945.0,2674.0
2024-12-12,IF,,4,广发期货,,,18443.0,183.0
2024-12-12,IF,IF,4,海通期货,11287.0,2645.0,,
2024-12-12,IF,,5,东证期货,,,17196.0,1496.0
2024-12-12,IF,IF,5,华泰期货,9629.0,590.0,,
2024-12-12,IF,,6,国投安信,,,13384.0,1565.0
2024-12-12,IF,IF,6,银河期货,8928.0,179.0,,
2024-12-12,IF,IF,7,国投安信,8140.0,349.0,,
2024-12-12,IF,,7,瑞银期货,,,12651.0,160.0
2024-12-12,IF,,8,华泰期货,,,11933.0,918.0
2024-12-12,IF,IF,8,永安期货,7990.0,197.0,,
2024-12-12,IF,,9,国信期货,,,8046.0,941.0
2024-12-12,IF,IF,9,广发期货,7798.0,-134.0,,
2024-12-12,IF,IF,10,浙商期货,6939.0,22.0,,
2024-12-12,IF,,10,申银万国,,,6715.0,660.0
2024-12-12,IF,IF,11,国信期货,6562.0,638.0,,
2024-12-12,IF,,11,招商期货,,,6638.0,196.0
2024-12-12,IF,IF,12,中信建投,5560.0,928.0,,
2024-12-12,IF,,12,银河期货,,,6256.0,240.0
2024-12-12,IF,,13,中信建投,,,5863.0,1030.0
2024-12-12,IF,IF,13,申银万国,5361.0,-55.0,,
2024-12-12,IF,IF,14,南华期货,5012.0,-133.0,,
2024-12-12,IF,,14,国富期货,,,4269.0,1192.0
2024-12-12,IF,IF,15,光大期货,4664.0,77.0,,
2024-12-12,IF,,15,永安期货,,,4257.0,214.0
2024-12-12,IF,,16,中银期货,,,3796.0,79.0
2024-12-12,IF,IF,16,宝城期货,3984.0,329.0,,
2024-12-12,IF,IF,17,一德期货,3311.0,404.0,,
2024-12-12,IF,,17,华闻期货,,,3331.0,501.0
2024-12-12,IF,,18,兴证期货,,,2800.0,277.0
2024-12-12,IF,IF,18,招商期货,3270.0,321.0,,
2024-12-12,IF,IF,19,中泰期货,2735.0,-79.0,,
2024-12-12,IF,,19,光大期货,,,2608.0,-72.0
2024-12-12,IF,IF,20,中金期货,2617.0,-6.0,,
2024-12-12,IF,,20,方正中期,,,2550.0,36.0
﻿2024-12-13,IF,,1,中信期货,,,48256.0,-512.0
2024-12-13,IF,IF,1,国泰君安,47251.0,-1315.0,,
2024-12-13,IF,IF,2,中信期货,23212.0,-2009.0,,
2024-12-13,IF,,2,国泰君安,,,38496.0,-2222.0
2024-12-13,IF,IF,3,东证期货,13145.0,350.0,,
2024-12-13,IF,,3,海通期货,,,25775.0,-1170.0
2024-12-13,IF,,4,广发期货,,,18044.0,-399.0
2024-12-13,IF,IF,4,海通期货,11731.0,444.0,,
2024-12-13,IF,,5,东证期货,,,17113.0,-83.0
2024-12-13,IF,IF,5,华泰期货,9915.0,286.0,,
2024-12-13,IF,,6,国投安信,,,13716.0,332.0
2024-12-13,IF,IF,6,银河期货,9211.0,283.0,,
2024-12-13,IF,,7,华泰期货,,,12555.0,622.0
2024-12-13,IF,IF,7,广发期货,8121.0,323.0,,
2024-12-13,IF,IF,8,永安期货,7929.0,-61.0,,
2024-12-13,IF,,8,瑞银期货,,,12296.0,-355.0
2024-12-13,IF,,9,国信期货,,,8347.0,301.0
2024-12-13,IF,IF,9,国投安信,7258.0,-882.0,,
2024-12-13,IF,IF,10,国信期货,6611.0,49.0,,
2024-12-13,IF,,10,招商期货,,,6808.0,170.0
2024-12-13,IF,IF,11,浙商期货,6504.0,-435.0,,
2024-12-13,IF,,11,申银万国,,,6272.0,-443.0
2024-12-13,IF,IF,12,申银万国,5261.0,-100.0,,
2024-12-13,IF,,12,银河期货,,,6243.0,-13.0
2024-12-13,IF,,13,中信建投,,,4990.0,-873.0
2024-12-13,IF,IF,13,南华期货,5116.0,-147.0,,
2024-12-13,IF,IF,14,中信建投,4912.0,-648.0,,
2024-12-13,IF,,14,中银期货,,,3649.0,-147.0
2024-12-13,IF,IF,15,光大期货,4808.0,144.0,,
2024-12-13,IF,,15,国富期货,,,3294.0,-975.0
2024-12-13,IF,,16,光大期货,,,2663.0,55.0
2024-12-13,IF,IF,16,宝城期货,3984.0,0.0,,
2024-12-13,IF,IF,17,一德期货,3604.0,293.0,,
2024-12-13,IF,,17,方正中期,,,2614.0,64.0
2024-12-13,IF,,18,兴证期货,,,2469.0,-331.0
2024-12-13,IF,IF,18,招商期货,3522.0,-224.0,,
2024-12-13,IF,IF,19,大越期货,3105.0,621.0,,
2024-12-13,IF,,19,永安期货,,,2424.0,-229.0
2024-12-13,IF,IF,20,中泰期货,3032.0,12.0,,
2024-12-13,IF,,20,摩根大通,,,2345.0,-92.0
﻿2024-12-16,IF,,1,中信期货,,,46968.0,-1288.0
2024-12-16,IF,IF,1,国泰君安,45478.0,-1773.0,,
2024-12-16,IF,IF,2,中信期货,21098.0,-2114.0,,
2024-12-16,IF,,2,国泰君安,,,35863.0,-2633.0
2024-12-16,IF,IF,3,东证期货,11651.0,-1494.0,,
2024-12-16,IF,,3,海通期货,,,24369.0,-1406.0
2024-12-16,IF,,4,广发期货,,,17608.0,-436.0
2024-12-16,IF,IF,4,海通期货,10668.0,-1063.0,,
2024-12-16,IF,,5,东证期货,,,15948.0,-1165.0
2024-12-16,IF,IF,5,华泰期货,9185.0,-730.0,,
2024-12-16,IF,,6,国投安信,,,14653.0,937.0
2024-12-16,IF,IF,6,永安期货,7948.0,19.0,,
2024-12-16,IF,,7,瑞银期货,,,12240.0,-56.0
2024-12-16,IF,IF,7,银河期货,7947.0,-866.0,,
2024-12-16,IF,,8,华泰期货,,,11654.0,-901.0
2024-12-16,IF,IF,8,国投安信,7870.0,612.0,,
2024-12-16,IF,,9,国信期货,,,7554.0,-793.0
2024-12-16,IF,IF,9,广发期货,7295.0,-826.0,,
2024-12-16,IF,,10,招商期货,,,6768.0,-40.0
2024-12-16,IF,IF,10,浙商期货,6822.0,318.0,,
2024-12-16,IF,,11,中信建投,,,6567.0,669.0
2024-12-16,IF,IF,11,国信期货,5789.0,-822.0,,
2024-12-16,IF,IF,12,中信建投,5474.0,562.0,,
2024-12-16,IF,,12,申银万国,,,6130.0,-142.0
2024-12-16,IF,IF,13,申银万国,5112.0,-149.0,,
2024-12-16,IF,,13,银河期货,,,5791.0,-452.0
2024-12-16,IF,,14,中银期货,,,3698.0,49.0
2024-12-16,IF,IF,14,南华期货,4953.0,-163.0,,
2024-12-16,IF,IF,15,光大期货,4669.0,-139.0,,
2024-12-16,IF,,15,华闻期货,,,2822.0,-505.0
2024-12-16,IF,IF,16,宝城期货,4048.0,64.0,,
2024-12-16,IF,,16,方正中期,,,2644.0,30.0
2024-12-16,IF,IF,17,一德期货,3830.0,226.0,,
2024-12-16,IF,,17,中泰期货,,,2390.0,224.0
2024-12-16,IF,IF,18,大越期货,3597.0,492.0,,
2024-12-16,IF,,18,摩根大通,,,2363.0,18.0
2024-12-16,IF,IF,19,中泰期货,3039.0,7.0,,
2024-12-16,IF,,19,永安期货,,,2342.0,-82.0
2024-12-16,IF,IF,20,中金期货,2662.0,-19.0,,
2024-12-16,IF,,20,光大期货,,,2301.0,-362.0
﻿2024-12-17,IF,,1,中信期货,,,49407.0,2439.0
2024-12-17,IF,IF,1,国泰君安,50618.0,5140.0,,
2024-12-17,IF,IF,2,中信期货,24817.0,3719.0,,
2024-12-17,IF,,2,国泰君安,,,40971.0,5108.0
2024-12-17,IF,IF,3,东证期货,12811.0,1160.0,,
2024-12-17,IF,,3,海通期货,,,26177.0,1808.0
2024-12-17,IF,,4,广发期货,,,17781.0,173.0
2024-12-17,IF,IF,4,海通期货,11675.0,1007.0,,
2024-12-17,IF,,5,东证期货,,,17769.0,1821.0
2024-12-17,IF,IF,5,华泰期货,9080.0,-105.0,,
2024-12-17,IF,,6,国投安信,,,13884.0,-769.0
2024-12-17,IF,IF,6,银河期货,8508.0,561.0,,
2024-12-17,IF,IF,7,永安期货,7718.0,-230.0,,
2024-12-17,IF,,7,瑞银期货,,,12243.0,3.0
2024-12-17,IF,,8,华泰期货,,,11752.0,98.0
2024-12-17,IF,IF,8,国投安信,7476.0,-838.0,,
2024-12-17,IF,,9,国信期货,,,8981.0,1427.0
2024-12-17,IF,IF,9,广发期货,7305.0,10.0,,
2024-12-17,IF,,10,中信建投,,,6587.0,-157.0
2024-12-17,IF,IF,10,国信期货,7291.0,1502.0,,
2024-12-17,IF,,11,招商期货,,,6558.0,-210.0
2024-12-17,IF,IF,11,浙商期货,6326.0,-496.0,,
2024-12-17,IF,IF,12,申银万国,5250.0,138.0,6313.0,183.0
2024-12-17,IF,IF,13,南华期货,4881.0,-72.0,,
2024-12-17,IF,,13,银河期货,,,6184.0,393.0
2024-12-17,IF,,14,中泰期货,,,3512.0,73.0
2024-12-17,IF,IF,14,光大期货,4802.0,133.0,,
2024-12-17,IF,IF,15,中信建投,4710.0,-764.0,,
2024-12-17,IF,,15,华闻期货,,,3508.0,686.0
2024-12-17,IF,,16,中银期货,,,3433.0,-33.0
2024-12-17,IF,IF,16,宝城期货,4161.0,113.0,,
2024-12-17,IF,IF,17,一德期货,3892.0,62.0,,
2024-12-17,IF,,17,中金期货,,,3255.0,781.0
2024-12-17,IF,IF,18,招商期货,3588.0,181.0,,
2024-12-17,IF,,18,方正中期,,,2751.0,107.0
2024-12-17,IF,IF,19,大越期货,3517.0,-80.0,,
2024-12-17,IF,,19,摩根大通,,,2570.0,207.0
2024-12-17,IF,IF,20,中泰期货,2636.0,54.0,,
2024-12-17,IF,,20,光大期货,,,2326.0,-136.0
﻿2024-12-18,IF,,1,中信期货,,,45833.0,-3574.0
2024-12-18,IF,IF,1,国泰君安,45877.0,-4741.0,,
2024-12-18,IF,IF,2,中信期货,21298.0,-3519.0,,
2024-12-18,IF,,2,国泰君安,,,37799.0,-3172.0
2024-12-18,IF,IF,3,东证期货,10709.0,-2102.0,,
2024-12-18,IF,,3,海通期货,,,23929.0,-2248.0
2024-12-18,IF,IF,4,华泰期货,9227.0,147.0,,
2024-12-18,IF,,4,广发期货,,,17016.0,-765.0
2024-12-18,IF,,5,东证期货,,,14663.0,-3106.0
2024-12-18,IF,IF,5,海通期货,9135.0,-2540.0,,
2024-12-18,IF,,6,国投安信,,,13490.0,-394.0
2024-12-18,IF,IF,6,银河期货,8716.0,-287.0,,
2024-12-18,IF,IF,7,国投安信,7413.0,-63.0,,
2024-12-18,IF,,7,瑞银期货,,,12253.0,10.0
2024-12-18,IF,,8,华泰期货,,,11335.0,-417.0
2024-12-18,IF,IF,8,永安期货,7127.0,-591.0,,
2024-12-18,IF,,9,国信期货,,,7564.0,-1417.0
2024-12-18,IF,IF,9,广发期货,6986.0,-319.0,,
2024-12-18,IF,,10,中信建投,,,7137.0,550.0
2024-12-18,IF,IF,10,浙商期货,6116.0,-210.0,,
2024-12-18,IF,IF,11,国信期货,5822.0,-1469.0,,
2024-12-18,IF,,11,招商期货,,,6534.0,-24.0
2024-12-18,IF,IF,12,中信建投,5336.0,626.0,,
2024-12-18,IF,,12,申银万国,,,6162.0,-406.0
2024-12-18,IF,IF,13,申银万国,5230.0,-20.0,,
2024-12-18,IF,,13,银河期货,,,5937.0,-247.0
2024-12-18,IF,,14,中银期货,,,3401.0,-32.0
2024-12-18,IF,IF,14,光大期货,4607.0,-195.0,,
2024-12-18,IF,,15,中金期货,,,3152.0,1268.0
2024-12-18,IF,IF,15,南华期货,4253.0,276.0,,
2024-12-18,IF,,16,华闻期货,,,3084.0,-424.0
2024-12-18,IF,IF,16,宝城期货,4235.0,74.0,,
2024-12-18,IF,IF,17,一德期货,3828.0,-64.0,,
2024-12-18,IF,,17,方正中期,,,2742.0,-9.0
2024-12-18,IF,IF,18,大越期货,3459.0,-58.0,,
2024-12-18,IF,,18,摩根大通,,,2507.0,-63.0
2024-12-18,IF,,19,中泰期货,,,2247.0,-63.0
2024-12-18,IF,IF,19,招商期货,3369.0,-219.0,,
2024-12-18,IF,IF,20,中金期货,2511.0,-376.0,,
2024-12-18,IF,,20,永安期货,,,2218.0,366.0
﻿2024-12-19,IF,,1,中信期货,,,48575.0,2742.0
2024-12-19,IF,IF,1,国泰君安,47755.0,1878.0,,
2024-12-19,IF,IF,2,中信期货,23140.0,1842.0,,
2024-12-19,IF,,2,国泰君安,,,40488.0,2689.0
2024-12-19,IF,IF,3,东证期货,13147.0,2438.0,,
2024-12-19,IF,,3,海通期货,,,25852.0,1923.0
2024-12-19,IF,,4,广发期货,,,17080.0,64.0
2024-12-19,IF,IF,4,海通期货,11199.0,2064.0,,
2024-12-19,IF,,5,东证期货,,,16535.0,1872.0
2024-12-19,IF,IF,5,华泰期货,9420.0,193.0,,
2024-12-19,IF,,6,国投期货,,,14050.0,560.0
2024-12-19,IF,IF,6,银河期货,8481.0,-235.0,,
2024-12-19,IF,IF,7,国投期货,7494.0,81.0,,
2024-12-19,IF,,7,瑞银期货,,,12227.0,-26.0
2024-12-19,IF,,8,华泰期货,,,11271.0,-64.0
2024-12-19,IF,IF,8,广发期货,7278.0,292.0,,
2024-12-19,IF,,9,国信期货,,,8474.0,910.0
2024-12-19,IF,IF,9,永安期货,7017.0,-110.0,,
2024-12-19,IF,IF,10,国信期货,6735.0,913.0,,
2024-12-19,IF,,10,招商期货,,,6247.0,1010.0
2024-12-19,IF,IF,11,浙商期货,6226.0,110.0,,
2024-12-19,IF,,11,申银万国,,,6146.0,-16.0
2024-12-19,IF,IF,12,中信建投,5160.0,-762.0,5847.0,-1290.0
2024-12-19,IF,IF,13,申银万国,4933.0,766.0,,
2024-12-19,IF,,13,银河期货,,,5586.0,-351.0
2024-12-19,IF,IF,14,南华期货,4879.0,-71.0,,
2024-12-19,IF,,14,摩根大通,,,3640.0,-5.0
2024-12-19,IF,,15,中银期货,,,3416.0,15.0
2024-12-19,IF,IF,15,光大期货,4637.0,30.0,,
2024-12-19,IF,,16,华闻期货,,,3290.0,536.0
2024-12-19,IF,IF,16,宝城期货,4417.0,182.0,,
2024-12-19,IF,IF,17,一德期货,3810.0,-18.0,,
2024-12-19,IF,,17,中泰期货,,,3084.0,-23.0
2024-12-19,IF,,18,中金期货,,,2996.0,-156.0
2024-12-19,IF,IF,18,大越期货,3462.0,3.0,,
2024-12-19,IF,IF,19,招商期货,3331.0,-38.0,,
2024-12-19,IF,,19,方正中期,,,2893.0,151.0
2024-12-19,IF,IF,20,东海期货,2010.0,102.0,,
2024-12-19,IF,,20,国富期货,,,2763.0,412.0
﻿2024-12-20,IF,,1,中信期货,,,44895.0,-3680.0
2024-12-20,IF,IF,1,国泰君安,41996.0,-5759.0,,
2024-12-20,IF,IF,2,中信期货,19885.0,-3255.0,,
2024-12-20,IF,,2,国泰君安,,,36286.0,-4202.0
2024-12-20,IF,IF,3,东证期货,10528.0,-24.0,,
2024-12-20,IF,,3,海通期货,,,23264.0,-268.0
2024-12-20,IF,,4,广发期货,,,17242.0,162.0
2024-12-20,IF,IF,4,海通期货,8627.0,779.0,,
2024-12-20,IF,,5,东证期货,,,14959.0,638.0
2024-12-20,IF,IF,5,华泰期货,8514.0,-906.0,,
2024-12-20,IF,,6,国投期货,,,14507.0,1469.0
2024-12-20,IF,IF,6,银河期货,8347.0,1283.0,,
2024-12-20,IF,,7,华泰期货,,,12080.0,809.0
2024-12-20,IF,IF,7,广发期货,7362.0,84.0,,
2024-12-20,IF,IF,8,国投期货,7326.0,1044.0,,
2024-12-20,IF,,8,瑞银期货,,,11435.0,1617.0
2024-12-20,IF,,9,国信期货,,,7678.0,618.0
2024-12-20,IF,IF,9,永安期货,6631.0,-386.0,,
2024-12-20,IF,,10,招商期货,,,6768.0,521.0
2024-12-20,IF,IF,10,浙商期货,6494.0,268.0,,
2024-12-20,IF,IF,11,中信建投,5809.0,1221.0,6298.0,987.0
2024-12-20,IF,IF,12,申银万国,5402.0,469.0,,
2024-12-20,IF,,12,银河期货,,,5167.0,611.0
2024-12-20,IF,IF,13,宝城期货,4705.0,288.0,,
2024-12-20,IF,,13,申银万国,,,4332.0,316.0
2024-12-20,IF,IF,14,一德期货,4116.0,-48.0,,
2024-12-20,IF,,14,中银期货,,,3821.0,2120.0
2024-12-20,IF,,15,中泰期货,,,3543.0,58.0
2024-12-20,IF,IF,15,国信期货,4019.0,1182.0,,
2024-12-20,IF,IF,16,南华期货,3685.0,-115.0,,
2024-12-20,IF,,16,方正中期,,,3249.0,356.0
2024-12-20,IF,IF,17,光大期货,3556.0,-516.0,,
2024-12-20,IF,,17,永安期货,,,3113.0,342.0
2024-12-20,IF,IF,18,大越期货,3547.0,85.0,,
2024-12-20,IF,,18,摩根大通,,,2993.0,620.0
2024-12-20,IF,IF,19,中泰期货,2803.0,-577.0,,
2024-12-20,IF,,19,华闻期货,,,2896.0,332.0
2024-12-20,IF,,20,国富期货,,,2807.0,44.0
2024-12-20,IF,IF,20,招商期货,2776.0,50.0,,
﻿2024-12-23,IF,,1,中信期货,,,46373.0,1478.0
2024-12-23,IF,IF,1,国泰君安,43497.0,1501.0,,
2024-12-23,IF,IF,2,中信期货,21873.0,1988.0,,
2024-12-23,IF,,2,国泰君安,,,38137.0,1851.0
2024-12-23,IF,IF,3,东证期货,11608.0,1080.0,,
2024-12-23,IF,,3,海通期货,,,24529.0,1265.0
2024-12-23,IF,,4,广发期货,,,17203.0,-39.0
2024-12-23,IF,IF,4,海通期货,9606.0,979.0,,
2024-12-23,IF,,5,东证期货,,,15912.0,953.0
2024-12-23,IF,IF,5,华泰期货,9013.0,499.0,,
2024-12-23,IF,,6,国投期货,,,14612.0,105.0
2024-12-23,IF,IF,6,银河期货,7981.0,-366.0,,
2024-12-23,IF,,7,华泰期货,,,12198.0,118.0
2024-12-23,IF,IF,7,国投期货,7309.0,-17.0,,
2024-12-23,IF,IF,8,永安期货,7121.0,490.0,,
2024-12-23,IF,,8,瑞银期货,,,11416.0,-19.0
2024-12-23,IF,,9,国信期货,,,7802.0,124.0
2024-12-23,IF,IF,9,广发期货,6893.0,-469.0,,
2024-12-23,IF,,10,招商期货,,,6916.0,148.0
2024-12-23,IF,IF,10,浙商期货,6755.0,261.0,,
2024-12-23,IF,,11,中信建投,,,6201.0,-97.0
2024-12-23,IF,IF,11,国信期货,5984.0,187.0,,
2024-12-23,IF,IF,12,申银万国,5379.0,-23.0,,
2024-12-23,IF,,12,银河期货,,,5278.0,111.0
2024-12-23,IF,IF,13,中信建投,5232.0,-577.0,,
2024-12-23,IF,,13,申银万国,,,4325.0,-7.0
2024-12-23,IF,,14,中银期货,,,3979.0,158.0
