date,close,asset_return,final_signal,position,turnover,strategy_return,nav,asset_nav
2010-02-08,3452.078,-0.0005486435475899887,0,0.0,0.0,-0.0,1.0,0.9150644785138332
2010-02-09,3465.49,0.003885196105070543,0,0.0,0.0,0.0,1.0,0.9186196834616436
2010-02-10,3512.458,0.013553061760386065,0,0.0,0.0,0.0,1.0,0.9310697927659055
2010-02-11,3513.177,0.00020469995655458817,0,0.0,0.0,0.0,1.0,0.9312603827120339
2010-02-12,3551.14,0.010805888800934138,0,0.0,0.0,0.0,1.0,0.9413234788523356
2010-02-22,3541.111,-0.0028241635080565874,0,0.0,0.0,-0.0,1.0,0.938665027434084
2010-02-23,3529.613,-0.0032470035534045705,0,0.0,0.0,-0.0,1.0,0.9356171787545489
2010-02-24,3589.373,0.01693103464884116,0,0.0,0.0,0.0,1.0,0.9514581456260931
2010-02-25,3644.415,0.015334711661340261,0,0.0,0.0,0.0,1.0,0.9660484819471027
2010-02-26,3638.796,-0.0015418112371944348,0,0.0,0.0,-0.0,1.0,0.964559017541962
2010-03-01,3685.066,0.012715744438545062,1,0.0,0.0,0.0,1.0,0.9768241035049198
2010-03-02,3676.661,-0.002280827534703489,1,1.0,1.0,-0.002780827534703489,0.9972191724652966,0.9745961361930837
2010-03-03,3711.335,0.009430839557957649,1,1.0,0.0,0.009430839557957649,1.0066237864849361,0.9837873959873261
2010-03-04,3603.657,-0.02901327958807276,1,1.0,0.0,-0.02901327958807276,0.9774183291276441,0.9552444972123237
2010-03-05,3614.571,0.003028590123865804,1,1.0,0.0,0.003028590123865804,0.9803785286261255,0.9581375412624581
2010-03-08,3647.573,0.009130267464658948,1,1.0,0.0,0.009130267464658948,0.9893296468090909,0.966885593282115
2010-03-09,3662.139,0.003993340229242914,1,1.0,0.0,0.003993340229242914,0.9932803766876763,0.9707466964188438
2010-03-10,3627.759,-0.009387956055190716,1,1.0,0.0,-0.009387956055190716,0.9839555041608491,0.9616333690921421
2010-03-11,3617.067,-0.0029472740609285397,1,1.0,0.0,-0.0029472740609285397,0.9810555176263279,0.9587991720072936
2010-03-12,3566.385,-0.014011905225974508,1,1.0,0.0,-0.014011905225974508,0.9673090606919285,0.9453645688783846
2010-03-15,3520.148,-0.012964668705145455,1,1.0,0.0,-0.012964668705145455,0.9547682191845722,0.9331082304372937
2010-03-16,3547.042,0.007640019680990706,1,1.0,0.0,0.007640019680990706,0.9620626671699268,0.9402371956823291
2010-03-17,3630.646,0.02357006204042711,1,1.0,0.0,0.02357006204042711,0.9847385439219007,0.9623986447172788
2010-03-18,3630.381,-7.298976545777602e-05,1,1.0,0.0,-7.298976545777602e-05,0.9846666680865427,0.962328399465924
2010-03-19,3658.564,0.007763097041329825,1,1.0,0.0,0.007763097041329825,0.9923107309842614,0.9697990482166056
2010-03-22,3673.782,0.004159555497730949,1,1.0,0.0,0.004159555497730949,0.9964383025407844,0.9738329811793092
2010-03-23,3646.575,-0.007405719773247332,1,1.0,0.0,-0.007405719773247332,0.989058959700837,0.9666210470147492
2010-03-24,3653.164,0.001806900996140337,1,1.0,0.0,0.001806900996140337,0.9908460913203619,0.9683676355474903
2010-03-25,3601.7,-0.014087514275296864,1,1.0,0.0,-0.014087514275296864,0.9768875328642642,0.9547257426579795
2010-03-26,3652.179,0.014015326096010305,1,1.0,0.0,0.014015326096010305,0.9905789301964839,0.9681065352735867
2010-03-29,3720.893,0.01881452141310702,1,1.0,0.0,0.01881452141310702,1.0092161986900383,0.9863209964116605
2010-03-30,3733.555,0.0034029465507339207,1,1.0,0.0,0.0034029465507339207,1.0126505074723153,0.989677394044316
2010-03-31,3722.858,-0.0028650977419643064,1,1.0,0.0,-0.0028650977419643064,1.0097491647899575,0.9868418715773665
2010-04-01,3776.169,0.014319912282445335,1,1.0,0.0,0.014319912282445335,1.0242086842570222,1.0009733606149986
2010-04-02,3791.722,0.004118724559202924,1,1.0,0.0,0.004118724559202924,1.0284271177186204,1.0050960941784715
2010-04-06,3793.427,0.0004496637675441839,1,1.0,0.0,0.0004496637675441839,1.0288895641310183,1.0055480494749236
2010-04-07,3783.848,-0.00252515733135239,1,1.0,0.0,-0.00252515733135239,1.026291456105001,1.0030088824457648
2010-04-08,3755.686,-0.007442687972666895,1,1.0,0.0,-0.007442687972666895,1.0186530890281975,0.9955438002999076
2010-04-09,3799.513,0.011669505917161205,1,1.0,0.0,0.011669505917161205,1.0305402672781465,1.0071613045683006
2010-04-12,3792.268,-0.0019068233218310082,1,1.0,0.0,-0.0019068233218310082,1.0285752090624145,1.005240825903904
2010-04-13,3801.304,0.0023827429917928633,1,1.0,0.0,0.0023827429917928633,1.03102603943334,1.0076360564368907
2010-04-14,3827.271,0.006831076914658896,1,1.0,0.0,0.006831076914658896,1.0380690576097251,1.0145192958403946
2010-04-15,3804.061,-0.006064373283208857,1,1.0,0.0,-0.006064373283208857,1.031773819350631,1.0083668721274002
2010-04-16,3773.157,-0.008123949642237616,1,1.0,0.0,-0.008123949642237616,1.0233917408000472,1.0001749504373365
2010-04-19,3586.866,-0.049372713618860864,-1,1.0,0.0,-0.049372713618860864,0.972864113461619,0.9507935990406355
2010-04-20,3602.041,0.004230712828413585,-1,-1.0,2.0,-0.005230712828413585,0.9677753406630322,0.9548161337172703
2010-04-21,3687.748,0.02379401011815241,-1,-1.0,0.0,-0.02379401011815241,0.9447480844151976,0.9775350384639141
2010-04-22,3666.337,-0.005805982404437637,-1,-1.0,0.0,0.005805982404437637,0.9502332751699385,0.9718594872308713
2010-04-23,3646.314,-0.0054613092031639,-1,-1.0,0.0,0.0054613092031639,0.9554227929007767,0.9665518620690753
2010-04-26,3633.639,-0.003476113137815262,-1,-1.0,0.0,0.003476113137815262,0.9587439506233472,0.9631920184429572
2010-04-27,3552.642,-0.02229087699686194,-1,-1.0,0.0,0.02229087699686194,0.9801151940981777,0.9417216236354861
2010-04-28,3536.494,-0.004545349629937245,-1,-1.0,0.0,0.004545349629937245,0.9845701603329677,0.9374411696019906
2010-04-29,3468.145,-0.01932676826257873,-1,-1.0,0.0,0.01932676826257873,1.0035987196599732,0.9193234613572923
2010-04-30,3435.975,-0.009275852076542357,-1,-1.0,0.0,0.009275852076542357,1.0129079529277463,0.9107959529192471
2010-05-04,3400.087,-0.010444779138381377,-1,-1.0,0.0,0.010444779138381377,1.0234875527835867,0.9012828903508739
2010-05-05,3449.605,0.014563744986525462,-1,-1.0,0.0,-0.014563744986525462,1.0085817410679636,0.9144089445266627
2010-05-06,3311.329,-0.04008458939501769,-1,-1.0,0.0,0.04008458939501769,1.049010326029985,0.8777552374461799
2010-05-07,3248.09,-0.01909777010982605,-1,-1.0,0.0,0.01909777010982605,1.0690440840793394,0.860992069708737
2010-05-10,3240.746,-0.0022610210923958984,-1,-1.0,0.0,0.0022610210923958984,1.0714612153021439,0.8590453484787399
2010-05-11,3165.43,-0.023240327998553467,-1,-1.0,0.0,0.023240327998553467,1.0963623253834947,0.8390808528144623
2010-05-12,3149.003,-0.005189500320651463,-1,-1.0,0.0,0.005189500320651463,1.1020518980226224,0.8347264424597292
2010-05-13,3228.7,0.02530864530773691,-1,-1.0,0.0,-0.02530864530773691,1.0741604574248496,0.8558522379209315
2010-05-14,3222.386,-0.00195558583950195,-1,-1.0,0.0,0.00195558583950195,1.0762610704047426,0.8541785454037473
2010-05-17,3038.314,-0.057122889684848466,-1,-1.0,0.0,0.057122889684848466,1.1377402128015697,0.8053853985834847
2010-05-18,3091.452,0.017489304923717697,-1,-1.0,0.0,-0.017489304923717697,1.1178419272959075,0.8194710294004212
2010-05-19,3085.787,-0.0018324722492861767,-1,-1.0,0.0,0.0018324722492861767,1.1198903416067658,0.8179693714799509
2010-05-20,3038.313,-0.015384730054277762,-1,-1.0,0.0,0.015384730054277762,1.1371195522027788,0.8053851335070645
2010-05-21,3090.108,0.017047289071270733,-1,-1.0,0.0,-0.017047289071270733,1.117734746487784,0.8191147666916634
2010-05-24,3215.119,0.04045522033534099,-1,-1.0,0.0,-0.04045522033534099,1.0725165410421542,0.8522522350581061
2010-05-25,3165.845,-0.01532571578221531,-1,-1.0,0.0,0.01532571578221531,1.088953624721891,0.8391908595288479
2010-05-26,3169.711,0.0012211589638784215,-1,-1.0,0.0,-0.0012211589638784215,1.0876238392418138,0.8402156449693664
2010-05-27,3223.431,0.01694791733378853,-1,-1.0,0.0,-0.01694791733378853,1.069190880324086,0.854455550262863
2010-05-28,3221.74,-0.0005245963074749227,-1,-1.0,0.0,0.0005245963074749227,1.0697517739118898,0.8540073060362937
2010-05-31,3130.954,-0.02817918267768338,-1,-1.0,0.0,0.02817918267768338,1.0998965045687288,0.8299420781514207
2010-06-01,3087.956,-0.013733194419336736,-1,-1.0,0.0,0.013733194419336736,1.11500159710712,0.8185443222353789
2010-06-02,3114.218,0.008504654859071703,-1,-1.0,0.0,-0.008504654859071703,1.1055188933564104,0.8255057591828435
2010-06-03,3091.48,-0.007301351414705004,-1,-1.0,0.0,0.007301351414705004,1.1135906752924012,0.8194784515401867
2010-06-04,3106.367,0.004815492903075702,-1,-1.0,0.0,-0.004815492903075702,1.1082281872985993,0.8234246442078019
2010-06-07,3067.169,-0.012618599154575194,-1,-1.0,0.0,0.012618599154575194,1.1222124745659217,0.813034178688545
2010-06-08,3081.74,0.00475063486883176,-1,-1.0,0.0,-0.00475063486883176,1.1168812528540109,0.8168966072073748
2010-06-09,3169.266,0.028401487471363618,-1,-1.0,0.0,-0.028401487471363618,1.0851601639440767,0.8400976859623744
2010-06-10,3148.913,-0.006421991716693998,-1,-1.0,0.0,0.006421991716693998,1.092129053528212,0.8347025855819102
2010-06-11,3148.398,-0.00016354850070476878,-1,-1.0,0.0,0.00016354850070476878,1.0923076695974927,0.834566071225504
2010-06-17,3123.838,-0.0078007926570909936,-1,-1.0,0.0,0.0078007926570909936,1.1008285352457732,0.8280557943452308
2010-06-18,3042.931,-0.0258998706078869,-1,-1.0,0.0,0.0258998706078869,1.1293398518701085,0.8066092564155783
2010-06-21,3133.849,0.029878429711353904,-1,-1.0,0.0,-0.029878429711353904,1.0955969504857768,0.8307094743879186
2010-06-22,3145.721,0.0037883127106634884,-1,-1.0,0.0,-0.0037883127106634884,1.0914464866324873,0.8338564616486109
2010-06-23,3122.841,-0.0072733723047911925,-1,-1.0,0.0,0.0072733723047911925,1.0993849832805216,0.8277915131542848
2010-06-24,3122.774,-2.145482270787813e-05,-1,-1.0,0.0,2.145482270787813e-05,1.0994085703904255,0.8277737530341309
2010-06-25,3088.873,-0.010856052983661324,-1,-1.0,0.0,0.010856052983661324,1.1113438080812754,0.8187873973127082
2010-06-28,3055.475,-0.010812357775797254,-1,-1.0,0.0,0.010812357775797254,1.123360054946167,0.8099343750306494
2010-06-29,2903.186,-0.04984135036287307,-1,-1.0,0.0,0.04984135036287307,1.1793498370283955,0.7695661520738122
2010-06-30,2862.784,-0.013916435254234472,-1,-1.0,0.0,0.013916435254234472,1.1957621826774931,0.7588565345446266
2010-07-01,2821.479,-0.014428262837853034,-1,-1.0,0.0,0.014428262837853034,1.2130149537407287,0.7479075530079945
2010-07-02,2819.716,-0.0006248495912959395,-1,-1.0,0.0,0.0006248495912959395,1.2137729056388094,0.7474402232791703
2010-07-05,2798.436,-0.00754685932909549,1,-1.0,0.0,0.00754685932909549,1.222933079015133,0.7417993970571747
2010-07-06,2863.208,0.02314578571745063,1,1.0,2.0,0.022145785717450628,1.2500158929297842,0.7589689269467941
2010-07-07,2890.858,0.009657000120145032,1,1.0,0.0,0.009657000120145032,1.2620872965579903,0.7662982899655056
2010-07-08,2882.316,-0.0029548320948314943,1,1.0,0.0,-0.0029548320948314943,1.2583580405076418,0.7640340071841011
2010-07-09,2963.601,0.028201279804157542,1,1.0,0.0,0.028201279804157542,1.2938453477018093,0.7855807440005916
2010-07-12,2996.35,0.01105040793278178,1,1.0,0.0,0.01105040793278178,1.308142866595846,0.7942617316859364
2010-07-13,2951.067,-0.015112720476579855,1,1.0,0.0,-0.015112720476579855,1.2883732691095513,0.7822582761497225
2010-07-14,2974.539,0.007953733344583602,1,1.0,0.0,0.007953733344583602,1.298620646540338,0.7884801498848111
2010-07-15,2916.699,-0.019445029969349936,1,1.0,0.0,-0.019445029969349936,1.2733689291495445,0.7731481297400634
2010-07-16,2928.325,0.003986012955056406,1,1.0,0.0,0.003986012955056406,1.278444594197701,0.7762299082013849
2010-07-19,2999.13,0.02417935167715335,1,1.0,0.0,0.02417935167715335,1.3093565556405629,0.7949986441341107
2010-07-20,3072.461,0.02445075738630864,1,1.0,0.0,0.02445075738630864,1.341371315114703,0.8144369631042782
2010-07-21,3078.941,0.0021090585039158505,1,1.0,0.0,0.0021090585039158505,1.3442003456937546,0.8161546583072167
2010-07-22,3119.909,0.01330587367539704,1,1.0,0.0,0.01330587367539704,1.3620861056879807,0.8270143090902393
2010-07-23,3128.351,0.002705848151340229,1,1.0,0.0,0.002705848151340229,1.3657717038590227,0.829252084229623
2010-07-26,3157.164,0.009210283628659388,1,1.0,0.0,0.009210283628659388,1.3783508486235616,0.8368897311250348
2010-07-27,3146.779,-0.0032893444876478384,1,1.0,0.0,-0.0032893444876478384,1.373816977857597,0.8341369125011896
2010-07-28,3220.088,0.023296520028893042,1,1.0,0.0,0.023296520028893042,1.4058221325982898,0.8535693997901126
2010-07-29,3238.269,0.00564611898805234,1,1.0,0.0,0.00564611898805234,1.4137595716349773,0.858388754185888
2010-07-30,3231.484,-0.002095255211966629,1,1.0,0.0,-0.002095255211966629,1.4107973845240414,0.8565902106747865
2010-08-02,3289.324,0.017898897224928323,1,1.0,0.0,0.017898897224928323,1.436049101914835,0.8719222308195341
2010-08-03,3233.472,-0.01697978064793859,1,1.0,0.0,-0.01697978064793859,1.4116653031646518,0.8571171825981572
2010-08-04,3255.485,0.006807852364269618,1,1.0,0.0,0.006807852364269618,1.4212757121363586,0.8629523098361641
2010-08-05,3244.377,-0.0034120875998507882,1,1.0,0.0,-0.0034120875998507882,1.416426194903009,0.8600078409605095
2010-08-06,3301.802,0.01769985424012077,1,1.0,0.0,0.01769985424012077,1.4414967320946812,0.8752298543908715
2010-08-09,3333.61,0.009633527388983376,1,1.0,0.0,0.009633527388983376,1.4553834303444453,0.883661405164802
2010-08-10,3226.128,-0.03224192392031455,1,1.0,0.0,-0.03224192392031455,1.4084590685083933,0.8551704613681602
2010-08-11,3253.145,0.008374435236295552,1,1.0,0.0,0.008374435236295552,1.42025411776059,0.8623320310128809
2010-08-12,3214.205,-0.011969955227940976,1,1.0,0.0,-0.011969955227940976,1.403253739558697,0.8520099552100373
2010-08-13,3265.493,0.015956667356313625,1,1.0,0.0,0.015956667356313625,1.4256449926973382,0.8656051946495915
2010-08-16,3340.924,0.023099421741219484,1,1.0,0.0,0.023099421741219484,1.4585765676369118,0.8856001741021928
2010-08-17,3366.391,0.007622741493072072,1,1.0,0.0,0.007622741493072072,1.4696949197598603,0.8923508752955934
2010-08-18,3362.677,-0.0011032586529610144,1,1.0,0.0,-0.0011032586529610144,1.4680734661224224,0.8913663814709463
2010-08-19,3376.847,0.00421390457662163,1,1.0,0.0,0.00421390457662163,1.4742597876201324,0.8951225143452733
2010-08-20,3308.992,-0.020094188454496176,1,1.0,0.0,-0.020094188454496176,1.444635733616808,0.8771357538521569
2010-08-23,3318.44,0.00285525017890631,1,1.0,0.0,0.00285525017890631,1.448760530053672,0.8796401958702684
2010-08-24,3345.492,0.008152023239835549,1,1.0,0.0,0.008152023239835549,1.460570859563626,0.8868110431896964
2010-08-25,3271.813,-0.022023367564471874,1,1.0,0.0,-0.022023367564471874,1.4284041706694997,0.8672804776252969
2010-08-26,3285.196,0.004090392696648459,1,1.0,0.0,0.004090392696648459,1.4342469046570683,0.8708279953569212
2010-08-27,3299.987,0.004502318887518397,1,1.0,0.0,0.004502318887518397,1.4407043415852705,0.8747487406881965
2010-08-30,3374.498,0.02257917985737512,1,1.0,0.0,0.02257917985737512,1.4732342640352256,0.8944998498342077
2010-08-31,3378.093,0.001065343645187955,1,1.0,0.0,0.001065343645187955,1.4748037647962886,0.8954527995648501
2010-09-01,3347.765,-0.00897784637663912,1,1.0,0.0,-0.00897784637663912,1.4615632031602586,0.8874135618928255
2010-09-02,3401.521,0.016057280006213093,1,1.0,0.0,0.016057280006213093,1.4850319327601806,0.9016630099374495
2010-09-03,3411.982,0.003075388921602862,1,1.0,0.0,0.003075388921602862,1.4895989835144179,0.9044359743692303
2010-09-06,3446.497,0.010115821244074619,1,1.0,0.0,0.010115821244074619,1.504667500557005,0.9135850870126598
2010-09-07,3460.921,0.004185118977326763,1,1.0,0.0,0.004185118977326763,1.510964713068153,0.9174085492977192
2010-09-08,3471.414,0.0030318519261203214,1,1.0,0.0,0.0030318519261203214,1.5155457343437684,0.9201899961749468
2010-09-09,3415.419,-0.016130314621073838,1,1.0,0.0,-0.016130314621073838,1.491099504826177,0.9053470420254802
2010-09-10,3434.13,0.0054783907918765085,1,1.0,0.0,0.0054783907918765085,1.4992683306231884,0.9103068869239652
2010-09-13,3479.449,0.013196646603361062,1,1.0,0.0,0.013196646603361062,1.5190536449460337,0.9223198852113066
2010-09-14,3486.028,0.0018908166206774712,1,1.0,0.0,0.0018908166206774712,1.5219258968255984,0.9240638229798455
2010-09-15,3426.308,-0.017131245073189305,1,1.0,0.0,-0.017131245073189305,1.4958534113038457,0.9082334591651096
2010-09-16,3353.931,-0.02112390363037997,1,1.0,0.0,-0.02112390363037997,1.4642551479982882,0.8890480230998191
2010-09-17,3355.767,0.0005474173440060959,1,1.0,0.0,0.0005474173440060959,1.4650567066623525,0.8895347034073183
2010-09-20,3331.836,-0.007131305600180271,1,1.0,0.0,-0.007131305600180271,1.4546089395655497,0.883191159595355
2010-09-21,3333.738,0.0005708564287076889,1,1.0,0.0,0.0005708564287076889,1.4554393124299563,0.8836953349465878
2010-09-27,3402.622,0.020662691549245826,1,1.0,0.0,0.020662691549245826,1.4855126060113428,0.9019548590760966
2010-09-28,3380.643,-0.006459430403964905,1,1.0,0.0,-0.006459430403964905,1.4759170407186,0.8961287444363766
2010-09-29,3358.65,-0.006505567136192658,1,1.0,0.0,-0.006505567136192658,1.4663153633227544,0.8902989187267737
2010-09-30,3420.955,0.018550608131243207,1,1.0,0.0,0.018550608131243207,1.4935164050245764,0.9068145050877436
2010-10-08,3528.451,0.03142280445080403,1,1.0,0.0,0.03142280445080403,1.5404468789637316,0.9353091599542684
2010-10-11,3595.386,0.01897008063878447,1,1.0,0.0,0.01897008063878447,1.5696692804774375,0.9530520501407946
2010-10-12,3629.271,0.009424579168968217,1,1.0,0.0,0.009424579168968217,1.5844627528803945,0.962034164639494
2010-10-13,3667.776,0.010609568698507044,1,1.0,0.0,0.010609568698507044,1.6012732193073047,0.9722409321995475
2010-10-14,3628.323,-0.01075665471391929,1,1.0,0.0,-0.01075665471391929,1.5840488761845701,0.961782872193138
2010-10-15,3700.673,0.019940341584803845,1,1.0,0.0,0.019940341584803845,1.6156353518627151,0.9809611511950829
2010-10-18,3667.066,-0.00908132115428728,1,1.0,0.0,-0.00908132115428728,1.6009632483642298,0.972052727941201
2010-10-19,3758.122,0.024830750251018108,1,1.0,0.0,0.024830750251018108,1.6407163669454206,0.9961895264595299
2010-10-20,3778.904,0.005529889662975407,1,1.0,0.0,0.005529889662975407,1.6497893474228666,1.0016983446242627
2010-10-21,3774.813,-0.001082589025812708,1,1.0,0.0,-0.001082589025812708,1.648003303580444,1.0006139169891977
2010-10-22,3791.903,0.004527376587926346,1,1.0,0.0,0.004527376587926346,1.6554644351538994,1.0051440730105279
2010-10-25,3899.028,0.028250986378079768,1,1.0,0.0,0.028250986378079768,1.7022329383608277,1.0335403845251558
2010-10-26,3900.682,0.00042420828986089454,1,1.0,0.0,0.00042420828986089454,1.7029550396845545,1.0339788209241774
2010-10-27,3844.398,-0.014429271599171511,1,1.0,0.0,-0.014429271599171511,1.678382638895768,1.0190592596892714
2010-10-28,3842.25,-0.0005587350737359387,1,1.0,0.0,-0.0005587350737359387,1.6774448676482676,1.0184898755386675
2010-10-29,3846.181,0.0010230984449215441,1,1.0,0.0,0.0010230984449215441,1.6791610588838002,1.0195318909464994
2010-11-01,3953.594,0.027927182834089237,1,1.0,0.0,0.027927182834089237,1.7260552967831309,1.0480045444701471
2010-11-02,3940.284,-0.003366557112338797,1,1.0,0.0,-0.003366557112338797,1.7202444330474556,1.0444763773171977
2010-11-03,3889.061,-0.01299982437814129,1,1.0,0.0,-0.01299982437814129,1.6978815575303634,1.0308983678449568
2010-11-04,3966.447,0.019898376497565762,1,1.0,0.0,0.019898376497565762,1.7316666440103758,1.0514115716990617
2010-11-05,4018.234,0.013056269250540709,1,1.0,0.0,0.013056269250540709,1.7542757499667556,1.065139084272299
2010-11-08,4071.824,0.013336704631935259,1,1.0,0.0,0.013336704631935259,1.777672007487029,1.0793445296311686
2010-11-09,4064.703,-0.0017488476908629202,1,1.0,0.0,-0.0017488476908629202,1.7745631299016236,1.0774569204428777
2010-11-10,4054.479,-0.0025153129269224195,1,1.0,0.0,-0.0025153129269224195,1.7700995483213422,1.0747467791226857
2010-11-11,4048.106,-0.0015718419061979683,1,1.0,0.0,-0.0015718419061979683,1.7673172316731487,1.0730574470967094
2010-11-12,3797.948,-0.06179630671726488,1,1.0,0.0,-0.06179630671726488,1.6581035539579674,1.006746459970676
2010-11-15,3856.257,0.01535276417686604,1,1.0,0.0,0.01535276417686604,1.6835600268027076,1.0222028009565005
2010-11-16,3704.685,-0.03930547160108888,1,1.0,0.0,-0.03930547160108888,1.6173869059804853,0.9820246377929512
2010-11-17,3600.781,-0.028046649040336713,1,1.0,0.0,-0.028046649040336713,1.5720246230660146,0.9544821374278085
2010-11-18,3652.742,0.014430480498536458,-1,1.0,0.0,0.014430480498536458,1.594709693732388,0.9682557732981619
2010-11-19,3718.198,0.017919688825545288,-1,-1.0,2.0,-0.01891968882554529,1.5645382825598906,0.9856066154592027
2010-11-22,3736.314,0.004872252634206209,-1,-1.0,0.0,-0.004872252634206209,1.5569154567913717,0.9904087398876649
2010-11-23,3668.448,-0.018163890936361393,-1,-1.0,0.0,0.018163890936361393,1.5851950993456656,0.9724190635539262
2010-11-24,3759.738,0.024885183052887783,-1,-1.0,0.0,-0.024885183052887783,1.545747229123908,0.9966178899545833
2010-11-25,3805.276,0.01211201418822272,-1,-1.0,0.0,-0.01211201418822272,1.5270251167533533,1.0086889399779497
2010-11-26,3778.268,-0.007097514083078238,-1,-1.0,0.0,0.007097514083078238,1.5378631990247245,1.001529756021011
2010-11-29,3780.912,0.0006997915446971259,-1,-1.0,0.0,-0.0006997915446971259,1.536787015361146,1.0022306180760372
2010-11-30,3701.815,-0.020920084889571533,-1,-1.0,0.0,0.020920084889571533,1.5689367301796926,0.9812638684669588
2010-12-01,3702.453,0.00017234788880582386,-1,-1.0,0.0,-0.00017234788880582386,1.5686663272465762,0.9814329872230505
2010-12-02,3722.495,0.005413167972692756,-1,-1.0,0.0,-0.005413167972692756,1.5601748729240834,0.9867456488368305
2010-12-03,3713.282,-0.002474952954940046,-1,-1.0,0.0,0.002474952954940046,1.5640362323360502,0.9843034997774676
2010-12-06,3696.287,-0.004576813718968897,-1,-1.0,0.0,0.004576813718968897,1.57119453482117,0.979798526016057
2010-12-07,3741.368,0.01219629319909421,-1,-1.0,0.0,-0.01219629319909421,1.5520317856016765,0.9917484361153892
2010-12-08,3718.654,-0.006071041394484555,-1,-1.0,0.0,0.006071041394484555,1.5614542348176204,0.9857274903068174
2010-12-09,3654.54,-0.01724118457915147,-1,-1.0,0.0,0.01724118457915147,1.5883755554920085,0.9687323807016938
2010-12-10,3701.414,0.012826238049111538,-1,-1.0,0.0,-0.012826238049111538,1.5680026725058782,0.9811575728224562
2010-12-13,3812.638,0.030049056927973883,1,-1.0,0.0,-0.030049056927973883,1.520885670936534,1.0106404325835108
2010-12-14,3837.363,0.00648501116549749,1,1.0,2.0,0.0054850111654974896,1.529227745823066,1.017194447073118
2010-12-15,3818.617,-0.0048851255406381355,1,1.0,0.0,-0.0048851255406381355,1.5217572763044933,1.0122253244999257
2010-12-16,3804.384,-0.0037272656566500473,1,1.0,0.0,-0.0037272656566500473,1.5160852826707663,1.0084524918111257
2010-12-17,3802.809,-0.00041399606348879736,1,1.0,0.0,-0.00041399606348879736,1.5154576293318271,1.0080349964493005
2010-12-20,3750.679,-0.01370828774203492,1,1.0,0.0,-0.01370828774203492,1.4946833000880844,0.9942165626639323
2010-12-21,3816.779,0.017623475642676967,1,1.0,0.0,0.017623475642676967,1.5210248148207028,1.0117381140395862
2010-12-22,3780.46,-0.009515615129930266,1,1.0,0.0,-0.009515615129930266,1.5065513280797955,1.002110803534104
2010-12-23,3731.454,-0.012962972759928637,1,1.0,0.0,-0.012962972759928637,1.4870219442524628,0.9891204684854612
2010-12-24,3688.429,-0.011530357871221253,1,1.0,0.0,-0.011530357871221253,1.4698760490728726,0.9777155555060738
2010-12-27,3602.289,-0.0233541163460107,1,1.0,0.0,-0.0233541163460107,1.4355483928086101,0.9548818726694804
2010-12-28,3531.295,-0.019708024536621016,1,1.0,0.0,-0.019708024536621016,1.407256569859631,0.9360630372933357
2010-12-29,3567.783,0.010332753281728113,1,1.0,0.0,0.010332753281728113,1.4217974048000817,0.9457351457138329
