signal_name,start_date,end_date,num_rows,num_active_days,used_shift_1,fee_rate,annual_return,annual_volatility,sharpe,max_drawdown,calmar,win_rate,benchmark_annual_return,benchmark_annual_volatility,benchmark_sharpe,benchmark_max_drawdown,benchmark_calmar,benchmark_win_rate
erp,2010-01-04,2025-04-30,3721,2088,True,0.0005,0.04036436209227112,0.14767624011905134,0.27333010415034137,-0.3192921994583624,0.12641825312595797,0.492816091954023,0.014515464759294439,0.22823921081373824,0.06359759441658883,-0.5785304812766987,0.025090233322299232,0.5202902445579145
margin_buy,2010-05-27,2025-04-30,3625,3600,True,0.0005,0.009181146488544734,0.2265364343026662,0.04052834378190209,-0.5690096631714185,0.01613530855938881,0.5022222222222222,0.026064197023746516,0.22757038058746645,0.11453246664378086,-0.5785304812766981,0.04505241792312858,0.5211034482758621
bollinger,2010-01-04,2025-04-30,3721,3685,True,0.0005,0.04704162911521137,0.2271749638694182,0.20707224209024738,-0.45643102678663017,0.10306404769718279,0.5199457259158752,0.014515464759294439,0.22823921081373824,0.06359759441658883,-0.5785304812766987,0.025090233322299232,0.5202902445579145
advance_decline,2010-01-04,2025-04-30,3721,3381,True,0.0005,0.0335833856095511,0.2165501262107482,0.1550836575217116,-0.5771780562217799,0.058185485826312715,0.5119787045252884,0.014515464759294439,0.22823921081373824,0.06359759441658883,-0.5785304812766987,0.025090233322299232,0.5202902445579145
option_pcr,2017-03-06,2025-04-30,1982,1961,True,0.0005,0.013916536001728153,0.20024364969388178,0.06949801415926428,-0.37565299861143586,0.037046252933343404,0.5038245792962774,-0.006950017864763347,0.20052857293636955,-0.034658491620387095,-0.3933148609110193,-0.017670366811631023,0.5100908173562059
option_iv,2017-03-06,2025-04-30,1982,1930,True,0.0005,-0.11514439565801982,0.199690494877397,-0.5766143036938962,-0.7138525412860426,-0.16129997303165886,0.48704663212435234,-0.006950017864763347,0.20052857293636955,-0.034658491620387095,-0.3933148609110193,-0.017670366811631023,0.5100908173562059
futures_member,2017-03-06,2025-04-30,1982,1961,True,0.0005,0.021304353460698477,0.2002924698376224,0.10636622274402013,-0.3207184894045746,0.06642695748614548,0.5073941866394697,-0.006950017864763347,0.20052857293636955,-0.034658491620387095,-0.3933148609110193,-0.017670366811631023,0.5100908173562059
