date,raw_value,signal
2017-03-06,1.1031536564622506,0
2017-03-07,1.2015568986440022,0
2017-03-08,1.2725955915268143,0
2017-03-09,0.9541276851524637,0
2017-03-10,0.9545094185799992,0
2017-03-13,1.0369888566530148,0
2017-03-14,1.3334282838586482,0
2017-03-15,1.1334101933982417,0
2017-03-16,1.7905577165098858,0
2017-03-17,1.1871694027117015,0
2017-03-20,1.0531568377347327,0
2017-03-21,1.1712479670226654,0
2017-03-22,0.9075378091951918,0
2017-03-23,1.1125390388857488,0
2017-03-24,1.354401195671012,0
2017-03-27,1.8468052213932802,0
2017-03-28,1.3842063142714431,0
2017-03-29,1.341087711380674,0
2017-03-30,1.0572521753746398,0
2017-03-31,1.5023129001478237,0
2017-04-05,2.0264648860302277,-1
2017-04-06,1.7580988569094718,-1
2017-04-07,1.6746370579081926,-1
2017-04-10,1.7201558678102025,-1
2017-04-11,1.3110183248365541,-1
2017-04-12,1.4928637407579404,-1
2017-04-13,1.27808407004181,-1
2017-04-14,1.006289225653161,-1
2017-04-17,0.9799877543723245,-1
2017-04-18,0.9406931026501397,-1
2017-04-19,0.6577182639969644,-1
2017-04-20,0.7192598645280704,-1
2017-04-21,0.8929717796510289,-1
2017-04-24,0.9109491402113173,-1
2017-04-25,1.099691035956539,-1
2017-04-26,1.3186974462059566,-1
2017-04-27,1.022141718829044,-1
2017-04-28,1.182329384475236,-1
2017-05-02,1.129078842046837,-1
2017-05-03,0.9933449908954014,-1
2017-05-04,0.861548129012179,-1
2017-05-05,0.6358030823222793,-1
2017-05-08,0.686662244832445,-1
2017-05-09,0.8016897937805956,-1
2017-05-10,1.159543038718781,-1
2017-05-11,1.1959890594680092,-1
2017-05-12,1.7411495265270587,-1
2017-05-15,2.1369483398650067,-1
2017-05-16,1.785407389151047,-1
2017-05-17,1.8077503935687385,-1
2017-05-18,0.9835243396138157,-1
2017-05-19,1.4440137727127547,-1
2017-05-22,2.0061142659544093,-1
2017-05-23,2.8887477014902516,-1
2017-05-24,2.3780300898192377,-1
2017-05-25,3.1174091306614886,-1
2017-05-26,4.151154746997736,-1
2017-05-31,3.941958485416411,-1
2017-06-01,2.885494480460985,-1
2017-06-02,2.3433160460975735,-1
